session_key,completed,gender,age_group,birth_country,resident_country,highest_qual,post_school_training_1,post_school_training_2,post_school_training_3,post_school_training_4,post_school_training_5,post_school_training_6,post_school_training_7,post_school_training_8,post_school_training_9,post_school_training_10,formally_taught_perl,formally_taught_other_os_language,other_os_language_taught,approx_annual_income,work_industries_1,work_industries_2,work_industries_3,work_industries_4,work_industries_5,work_industries_6,work_industries_7,work_industries_8,work_industries_9,work_industries_10,work_industries_11,work_industries_12,work_industries_13,work_industries_14,work_industries_15,work_industries_16,work_industries_17,work_industries_18,work_industries_19,work_industries_20,work_industries_21,work_industries_22,work_industries_23,work_industries_24,work_industries_25,work_industries_26,work_industries_27,work_industries_28,work_industries_29,work_industries_30,work_industries_31,work_industries_32,work_industries_33,work_industries_34,work_industries_35,work_industries_36,work_industries_37,work_industries_38,work_industries_39,programming_computers_for,programming_perl_for,work_proportion_programming_software_projects,work_proportion_programming_software_projects_not_writing_code,time_percentage_programming_perl,programming_in_spare_time,versions_of_perl_commonly_used_1,versions_of_perl_commonly_used_2,versions_of_perl_commonly_used_3,versions_of_perl_commonly_used_4,versions_of_perl_commonly_used_5,versions_of_perl_commonly_used_6,version_of_perl_used_most_frequently,os_used_programming_development_1,os_used_programming_development_2,os_used_programming_development_3,os_used_programming_development_4,os_used_programming_development_5,os_used_programming_development_6,os_used_programming_development_7,os_used_programming_development_8,os_used_programming_development_9,os_used_programming_development_10,os_used_programming_development_11,os_used_programming_development_12,os_used_programming_development_13,os_used_programming_development_14,os_used_programming_development_15,os_used_programming_development_16,os_used_programming_development_17,os_used_programming_development_18,os_used_programming_development_19,os_used_programming_development_20,os_used_programming_development_21,os_used_programming_development_22,os_used_programming_development_23,os_used_programming_development_24,os_used_programming_development_25,os_used_programming_development_26,os_used_programming_development_27,os_used_programming_development_28,os_used_programming_development_29,os_used_programming_development_30,os_used_programming_development_31,os_used_programming_development_32,os_used_programming_development_33,os_used_programming_development_34,os_used_programming_development_35,os_used_programming_development_36,os_used_programming_development_37,os_used_programming_development_38,os_used_programming_development_39,os_used_programming_development_40,os_used_programming_development_41,os_used_programming_development_42,os_used_programming_development_43,os_used_programming_development_44,os_used_programming_development_45,os_used_programming_development_46,os_used_programming_development_47,os_used_programming_development_48,os_used_programming_development_49,os_used_programming_development_50,os_used_programming_development_51,os_used_programming_development_52,os_used_programming_development_53,os_completed_projects_deployed_1,os_completed_projects_deployed_2,os_completed_projects_deployed_3,os_completed_projects_deployed_4,os_completed_projects_deployed_5,os_completed_projects_deployed_6,os_completed_projects_deployed_7,os_completed_projects_deployed_8,os_completed_projects_deployed_9,os_completed_projects_deployed_10,os_completed_projects_deployed_11,os_completed_projects_deployed_12,os_completed_projects_deployed_13,os_completed_projects_deployed_14,os_completed_projects_deployed_15,os_completed_projects_deployed_16,os_completed_projects_deployed_17,os_completed_projects_deployed_18,os_completed_projects_deployed_19,os_completed_projects_deployed_20,os_completed_projects_deployed_21,os_completed_projects_deployed_22,os_completed_projects_deployed_23,os_completed_projects_deployed_24,os_completed_projects_deployed_25,os_completed_projects_deployed_26,os_completed_projects_deployed_27,os_completed_projects_deployed_28,os_completed_projects_deployed_29,os_completed_projects_deployed_30,os_completed_projects_deployed_31,os_completed_projects_deployed_32,os_completed_projects_deployed_33,os_completed_projects_deployed_34,os_completed_projects_deployed_35,os_completed_projects_deployed_36,os_completed_projects_deployed_37,os_completed_projects_deployed_38,os_completed_projects_deployed_39,os_completed_projects_deployed_40,os_completed_projects_deployed_41,os_completed_projects_deployed_42,os_completed_projects_deployed_43,os_completed_projects_deployed_44,os_completed_projects_deployed_45,os_completed_projects_deployed_46,os_completed_projects_deployed_47,os_completed_projects_deployed_48,os_completed_projects_deployed_49,os_completed_projects_deployed_50,os_completed_projects_deployed_51,os_completed_projects_deployed_52,os_completed_projects_deployed_53,win_os_perl_distro_1,win_os_perl_distro_2,win_os_perl_distro_3,win_os_perl_distro_4,win_os_perl_distro_best,language_1,language_2,language_3,language_4,language_5,where_perl_belongs_in_list
jbeNSWVpSlWY41ZtmbsnTg==,1274926754,1,6,US,US,3,0,0,0,0,0,0,0,1,0,0,1,1,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,2,2,2,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,c,c++,python,,,2
jbBX49iKTZCD2ykjwuiL7A==,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
jaiskpcLT46qFw0fxBjB6w==,,1,4,Israel,israel,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
j_fmKUYFRnWBaMw7s3TTGA==,1274380728,1,4,Sweden,Sweden,4,0,0,0,0,0,0,0,0,0,0,1,1,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,1,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Java,python,shell,C#,,4
j_cdgTVpT7WPOrY7z8OzYQ==,,1,3,france,france,4,1,0,0,0,1,0,0,0,0,0,1,2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,4,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,1
j_1uZFBkQl2uGH5Z3FJLIw==,1275253056,1,5,france,france,4,1,0,0,0,1,0,0,0,0,0,2,3,"lisp, tcl, javascript ?",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,3,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,bash,php,javascript,C/C++,,1
jZkBf1NbQJ6GxipaGUWK9w==,1274720340,1,4,Germany,Germany,4,1,0,0,0,1,0,0,0,0,0,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,4,2,2,4,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,C#,VBA,,,,3
jZTsC7quSxe6dEPq8XrJEw==,1274367675,1,3,China,China,3,0,0,0,1,0,0,1,0,0,0,1,1,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,0,0,0,1,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,python,bash,sql,,,1
jXLnNk3sToiUaNwdC7n_4g==,1274812894,1,6,United Kingdom,United Kingdom,3,1,0,0,0,0,0,0,0,0,0,1,1,,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,3,3,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,cobol,c,fortran,,,1
jX6TEe9rTLOoITn3jrg6QA==,1274358070,1,4,United States,United States,4,0,0,0,0,1,0,0,0,0,0,1,1,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,4,5,4,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Perl,bash,,,,1
jWT96vOITe-Kwjeq2NwWxg==,,3,4,US of A,US of A,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
jWONWlQTSiC3Du4HXR3cpQ==,1274350675,1,4,Germany,Germany,2,1,0,0,0,0,0,0,0,0,0,1,3,C 100%,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,5,1,4,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,c++,c,perl,ksh,,3
jVfJwuumQCeJEZkUibqgTg==,,1,2,Russian Federation,Russian Federation,2,1,0,1,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,4,2,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,c,python,,,,1
jV2MEqsuQvmse1Ut8N1Ngw==,,1,3,USA,USA,3,1,0,0,0,0,0,0,0,0,0,1,4,"Java, Python, Lisp",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,4,3,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Python,Javascript,,,,1
jPSKbcDgQQy5C9CMpOkRRg==,1274588817,1,5,Israel,United States,3,1,0,0,0,0,0,0,0,0,0,1,1,,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,3,2,4,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,javascript,php,ruby,vb,c#,1
jPL-AdTeQcuHXoUCm3RRyw==,1274362504,1,6,Germany,germany,4,0,0,0,0,0,0,0,0,0,0,1,1,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,5,4,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,c,lisp,,,,1
jOvDrSjFRkm0lOpb8HJefw==,1274368207,1,2,United States of America,United States of America,3,1,0,0,0,0,0,0,0,0,0,1,1,,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,5,2,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,,,,1
jNI-0w0vQLmt6igiXBsYkw==,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
jN5_ojFOSiOpWJ2NpkL9Kw==,,1,5,bavaria,bavaria,4,1,0,0,0,1,0,0,0,0,0,1,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
jN-JHbwoQS-iwg4ajpfd5g==,,1,3,China,United Kingdom,4,1,0,0,0,0,0,0,0,0,0,1,3,Python,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
jMYgtF2_RqCaxQ3NzTE9eg==,1274362050,1,3,USA,USA,4,1,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,2,2,2,0,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,java,c#,c++,,,2
jMJHJwI6QYiLkQZeUf0sNQ==,1274372704,1,3,United States,United States,2,1,0,0,0,0,0,0,0,0,0,1,1,,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,3,5,3,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bash,c,,,,1
jMCq1_8TRmqOENfab_hysA==,,1,4,Poland,USA,4,0,0,0,0,0,0,0,1,0,0,2,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,5,2,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,matlab,maple,,,,2
jM39JU0ORROwr8cSqWdnzg==,1274372298,1,3,Belarus,Belarus,4,1,0,0,0,0,0,0,0,0,0,1,4,Python[CR]Java,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,1,1,4,0,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,ml,c++,python,c,,2
jLFWF2i7QdmXCB0b6iH_0A==,1274626047,1,4,India,USA,4,0,0,0,0,0,0,0,1,0,0,1,1,,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,5,5,2,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,java,c++,systemverilog,,,1
jIxDqxdHSsKavgI10ypeJA==,1274949807,1,5,United Kingdom,United Kingdom,4,0,0,0,0,1,0,0,0,0,0,1,1,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,2,3,2,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PHP,javascript,visual basic,,,2
jIgm1KtnT4WVbsQPYgojsg==,,1,3,Russian Federation,Russian Federation,4,1,0,0,0,0,0,1,1,0,0,2,1,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,5,4,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,sql,bash,c++,php,lisp,1
jIYBW3ijRLC_T-_lA1pEPw==,,1,5,Germany,Germany,4,1,0,0,0,0,0,0,0,0,0,1,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
jIJiNcshRtyEqeh3DmPpSA==,1274410054,1,6,Australia,australia,3,0,0,0,0,1,0,0,0,0,0,1,1,,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,4,3,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ruby,,,,,1
