"","official_perl_cert_for_me","official_perl_cert_for_others","perl_cert_comments"
"3708",4,4,""
"3709",NA,NA,""
"3710",2,2,""
"3711",NA,NA,""
"3712",NA,NA,""
"3713",2,3,"Certification is a poor replacement for an education.[CR]Education is a poor replacement for learning and experience.[CR]Certification is mainly useful for people who do not know anything but need to hire someone who needs to know some of the basics of a technology, so they have some limited assurance that whoever they hire might perhaps not be utterly clueless about the technology."
"3714",3,3,"Personally not interested though may be good for the Perl community / environment"
"3715",1,1,""
"3716",4,5,""
"3717",2,2,""
"3718",NA,NA,""
"3719",NA,NA,""
"3720",2,5,""
"3721",NA,NA,""
"3722",3,6,""
"3723",1,1,""
"3724",2,2,"I dislike certifications "
"3725",1,1,""
"3726",3,5,""
"3727",NA,NA,""
"3728",1,1,"I generally find that credentials are not credible."
"3729",2,2,"all these certification institutes are imho money printing machines for their owners. for the examinee they are only annoyance. either one has got the wits to learn perl. then it can be done on the job and by reading other peoples programs. or one hasn't. if someone needs a certificate to get a job he should contribute a few CPAN modules and have his employer have a look at them. that is imho much better than any certificate."
"3730",5,6,""
"3731",5,5,"Might be a good idea.[CR]Most of the time I prove my skills by writing or showing code."
"3732",NA,NA,""
"3733",3,4,""
"3734",1,1,""
"3735",3,3,""
"3736",NA,NA,""
"3737",NA,NA,""
"3738",5,5,""
"3739",3,3,""
"3740",NA,NA,""
"3741",1,1,"The only value I can think of is as a tool for qualifying job applicants; I'd want applicants to do coding tests whether they had certification or not and I'd be more interested in their performance in the tests than in the certification, so I'm not sure it would be worthwhile."
"3742",5,5,"As all certifications - occasionally, they might be 'something'."
"3743",1,1,""
"3744",2,2,"certification in general is useless"
"3745",NA,NA,""
"3746",4,4,""
"3747",1,1,""
"3748",1,1,""
"3749",5,5,""
"3750",1,1,""
"3751",1,7,""
"3752",6,6,"Nothing. I did not think about this."
"3753",2,2,""
"3754",2,4,""
"3755",NA,NA,""
"3756",1,1,""
"3757",6,6,""
"3758",2,2,""
"3759",3,3,"Why?"
"3760",NA,NA,""
"3761",5,5,""
"3762",2,2,""
"3763",NA,NA,""
"3764",NA,NA,""
"3765",2,2,""
"3766",NA,NA,""
"3767",NA,NA,""
"3768",NA,NA,""
"3769",6,6,""
"3770",NA,NA,""
"3771",3,3,""
"3772",1,1,""
"3773",1,1,""
"3774",2,4,""
"3775",3,3,"I'm not a fan of the idea."
"3776",NA,NA,""
"3777",1,1,""
"3778",3,4,""
"3779",5,5,"Programming is a creative art, and entry into the field should not be limited by an elitist system of official certifications.[CR]"
"3780",1,1,"I've seen some pretty awful Perl code "
"3781",1,6,"who certificates the certificators? But business is business, so I think is ok for perl."
"3782",NA,NA,""
"3783",2,2,"Doesn't fit with Perl culture.  Learning perl is a process of uncovering more and deeper layers - doesn't fit with the idea of being ""certified as a perl programmer""."
"3784",NA,NA,""
"3785",5,1,""
"3786",5,6,"Probably mainly useful as a tickbox exercise for hiring."
"3787",7,7,""
"3788",2,5,""
"3789",3,5,""
"3790",6,6,""
"3791",3,3,"I generally don't consider certifications worth the paper they are printed on."
"3792",1,1,""
"3793",6,6,""
"3794",NA,NA,""
"3795",3,3,""
"3796",NA,NA,""
"3797",NA,NA,""
"3798",NA,NA,""
"3799",5,6,""
"3800",NA,NA,""
"3801",NA,NA,""
"3802",1,1,""
"3803",NA,NA,""
"3804",NA,NA,""
"3805",2,2,"Certification is just a wanky piece of paper which is ignored by anyone worth working for. It's basically a ""certificate of participation"" for people who forked out the money and put up with a contrived course."
"3806",NA,NA,""
"3807",3,3,""
"3808",3,5,""
"3809",1,1,""
"3810",1,5,""
"3811",NA,NA,""
"3812",3,1,"I've never worked in an environment which took any notice of software certifications, but if it's useful for Java then it might help the adoption of Perl"
"3813",NA,NA,""
"3814",2,3,""
"3815",NA,NA,""
"3816",3,6,""
"3817",4,5,"It's not the point."
"3818",2,2,"I view language/platform certification in general as useless, so I don't view Perl certification as being of any use."
"3819",NA,NA,""
"3820",NA,NA,""
"3821",NA,NA,""
"3822",5,5,""
"3823",2,4,"Waste of time"
"3824",3,6,""
"3825",NA,NA,""
"3826",2,2,""
"3827",7,7,""
"3828",1,6,"not my business"
"3829",2,2,""
"3830",3,5,"Might be useful to new programmers to the language to aid in getting your foot in the door."
"3831",1,1,""
"3832",NA,NA,""
"3833",NA,NA,""
"3834",1,1,"A Perl certification should be written by The Perl Foundation and members of the active community, who know about modern perl."
"3835",3,3,""
"3836",2,2,"I don't believe in certificates"
"3837",5,6,""
"3838",NA,NA,""
"3839",NA,NA,""
"3840",5,6,"Many people who say they know Perl do not.  Certification may help."
"3841",NA,NA,""
"3842",3,6,""
"3843",4,5,""
"3844",2,6,""
"3845",3,1,""
"3846",NA,NA,""
"3847",NA,NA,""
"3848",6,6,""
"3849",1,1,"Don't think certification courses are needed"
"3850",1,1,""
"3851",1,1,"Only helpful if looking for a new job, I think, as all certs."
"3852",3,4,""
"3853",7,7,""
"3854",2,5,""
"3855",6,6,""
"3856",4,4,""
"3857",3,4,"I don't like certifications in general, I'd rather see someone's code."
"3858",NA,NA,""
"3859",5,5,"Good if it could get me a better paying job"
"3860",1,1,""
"3861",NA,NA,""
"3862",6,6,""
"3863",NA,NA,""
"3864",6,6,"CPAN badges?"
"3865",NA,NA,""
"3866",5,6,""
"3867",1,1,""
"3868",3,3,""
"3869",3,5,""
"3870",5,6,"Certification means little to me personally, but for business adoption, I fail to see how it could not have a positive effect to have some sort of official or even semi-official certifications."
"3871",NA,NA,""
"3872",2,5,""
"3873",4,5,"useless"
"3874",2,1,""
"3875",2,2,"Certifications don't tell me anything I want to know about a programmer.  I want to see his code."
"3876",6,6,""
"3877",NA,NA,""
"3878",3,6,""
"3879",NA,NA,""
"3880",6,5,""
"3881",NA,NA,""
"3882",5,5,""
"3883",NA,NA,""
"3884",2,2,""
"3885",NA,NA,""
"3886",5,6,""
"3887",1,6,""
"3888",NA,NA,""
"3889",3,7,"I think it'd be a good idea: Perl is *such* a difficult language and poor perl programmers can produce truly horrific piles of junk -- there's a real advantage [moreso than with more structured/constrained languages] to having some way to know if a purported Perl programmer is really any good or not."
"3890",2,2,"Certification and openness are incompatible."
"3891",7,7,"a necessity"
"3892",NA,NA,""
"3893",2,2,"stupid"
"3894",3,5,"Perl is such a huge framework, I find it hard to imagine that a certification could be meaningful, or anything but superficial."
"3895",NA,NA,""
"3896",NA,NA,""
"3897",3,1,"We don't need knowledge base certification, we need attitude/aptitude certification.  Initially I thought Perl::Critic / tidy would be a godsend.  Now I think they mainly hamper elegant code.  You can adhere to all the best practices and still be mediocre."
"3898",1,1,""
"3899",NA,NA,""
"3900",1,NA,""
"3901",5,5,""
"3902",NA,NA,""
"3903",2,2,"blech"
"3904",NA,NA,""
"3905",NA,NA,""
"3906",NA,NA,""
"3907",NA,NA,""
"3908",3,1,"I'd view it as a nuisance if I had to do it"
"3909",NA,NA,""
"3910",NA,NA,""
"3911",1,1,""
"3912",4,6,""
"3913",3,5,"It's got to be hard, because perl is too easy."
"3914",1,1,""
"3915",2,1,""
"3916",3,3,"no"
"3917",NA,NA,""
"3918",1,1,""
"3919",2,2,"Drop the idea. Waste of time. Invites scam-artists to teach-to-the-test (if cert is testing based)"
"3920",3,3,"I don't have much use for certifications; they are not useful for reliably determining the competence of the certified."
"3921",3,3,""
"3922",3,1,"Probably should not be the highest priority."
"3923",1,1,"I really don't know, but I'd get it just to have it."
"3924",1,1,""
"3925",7,7,""
"3926",6,6,"I think certifications are a waste of time, but I'm game for it if it will help improve Perl's reputation"
"3927",7,5,""
"3928",1,1,"if the test is floated in the internet like the Cisco tests, it is pretty much useless"
"3929",NA,NA,""
"3930",7,7,""
"3931",NA,NA,"I generally don't like certifications.  It could be helpful when wading through resumes if it was done properly."
"3932",3,5,""
"3933",NA,NA,""
"3934",3,3,"Generally, certificates are not useful in Russia. Maybe western people have something to do with it."
"3935",NA,NA,""
"3936",4,4,""
"3937",5,5,"When talking to programmers real experience counts. However, a certification might be useful when applying for a job or similar situations where other people involved might not be able to judge skill for themselves."
"3938",5,5,""
"3939",6,6,""
"3940",3,3,""
"3941",NA,NA,""
"3942",1,6,""
"3943",7,7,"Better to have general programming knowledge."
"3944",1,1,""
"3945",3,3,""
"3946",NA,NA,""
"3947",NA,NA,""
"3948",NA,NA,""
"3949",1,1,""
"3950",NA,NA,""
"3951",1,1,""
"3952",5,1,""
"3953",NA,NA,""
"3954",5,5,"Makes sence."
"3955",NA,NA,""
"3956",3,3,"Meh. HR might care, but I don't."
"3957",5,5,""
"3958",2,2,"It's a cynical control mechanism of the nastiest sort. It's designed to give organizations control over the operating environment so that they can impose their agenda on others."
"3959",NA,NA,""
"3960",NA,NA,""
"3961",NA,NA,""
"3962",2,1,""
"3963",3,1,""
"3964",3,6,""
"3965",3,6,"Yet another certification.  Were I hiring, I'd be more inclined to count years of real experience than a certification.  In many cases certification seems to not relate to real ability, particularly in coding."
"3966",4,3,"The only reason that Java and .NET certifications work is because management types have a high opinion of Java and .NET and believe that certifications means skill and experience."
"3967",5,6,""
"3968",NA,NA,""
"3969",5,5,""
"3970",1,1,"I don't see demand on the market, but who knows..."
"3971",3,6,"It's quite important for management and anual budget"
"3972",7,7,"Perl is asked for by many employers yet there is no standard of qualification. This is true of other things, but I think it would probably be helpful if there were some certification available."
"3973",3,3,"We need to generate demand for Perl developers before there's a point to certifications."
"3974",NA,NA,""
"3975",2,3,"I am a certified Perl Studmuffin."
"3976",3,1,""
"3977",6,6,""
"3978",NA,NA,""
"3979",1,1,""
"3980",1,1,""
"3981",2,2,"It's a waste of time. Most useful aspect of it would be to give candidates a metric to measure themselves."
"3982",2,1,""
"3983",NA,NA,""
"3984",1,1,""
"3985",NA,NA,""
"3986",NA,NA,""
"3987",NA,NA,""
"3988",NA,NA,""
"3989",4,6,""
"3990",5,1,"Would probably be useful since Perl is seldomly taught at universities"
"3991",7,6,""
"3992",2,3,"I have never had anyone ask to see my Perl certification, nor have I felt the need to see anyone else's."
"3993",NA,NA,""
"3994",2,6,""
"3995",NA,NA,""
"3996",NA,NA,""
"3997",1,1,"i'm the type that dismisses certifications in general"
"3998",6,7,"There should be three categories for starters: sysadmin, Web, and general."
"3999",3,3,"Certification seems to me to be mostly a way for rubes to hire people who are good at taking tests, not necessarily competent software developers/architects."
"4000",6,6,"Should be not done on windows (because of all the missing things, like file locking)"
"4001",NA,NA,""
"4002",1,6,""
"4003",NA,NA,""
"4004",1,1,"So much of good perl is style. It's hard to certify that, and almost goes against TMTOWTDI."
"4005",3,3,"""certification"" makes me think of low-quality programmers"
"4006",NA,NA,""
"4007",3,3,""
"4008",1,1,""
"4009",6,6,"Great idea definitely would attend"
"4010",3,3,"useless"
"4011",1,1,""
"4012",NA,NA,""
"4013",1,1,""
"4014",3,3,""
"4015",5,7,""
"4016",7,7,"Needs to be done soon. In today's job market and technology marketplace a certification for any technology you know is needed for advancement and opportunities."
"4017",3,6,""
"4018",3,5,""
"4019",1,1,""
"4020",2,2,"I want no part of certification.  Each programmer should stand on her/his work. "
"4021",2,1,"Certificates == lying papers;"
"4022",NA,NA,""
"4023",3,3,""
"4024",2,6,""
"4025",1,1,""
"4026",2,4,""
"4027",1,6,""
"4028",3,3,""
"4029",NA,NA,""
"4030",1,1,""
"4031",NA,NA,""
"4032",1,1,""
"4033",NA,NA,""
"4034",NA,NA,""
"4035",NA,NA,""
"4036",2,2,"Seems a bit late in the game to be considering a certification program."
"4037",6,6,"This could potentially be useful if it helped demonstrate that I have marketable skills.  It might better position Perl & Perl programmers for greater acceptance in business."
"4038",2,2,"It would be as silly as java or .net certification and management types love that?  The economics favor rubber-stamping mediocrity -- any sufficiently challenging credential would tend to be less well-known because fewer people could earn it.  Scores on a scale (that goes all the way up) in several categories might work."
"4039",5,5,""
"4040",NA,NA,""
"4041",2,5,""
"4042",1,1,""
"4043",NA,NA,""
"4044",3,1,""
"4045",1,1,""
"4046",3,4,""
"4047",3,3,"certification is a racket designed to fool clueless managers"
"4048",2,1,"Certifications, with the possible exceptions of networking and security, generally indicate nothing."
"4049",7,7,""
"4050",2,3,"Certifications are empty paper and should be useless except for career changers. If they are more useful than college for rookies, something is very wrong at college."
"4051",2,1,"I doubt I will ever work for a company that requires such merit badges.  If a Computer Science Master's Degree and 30 years of experience coding is not enough, then I guess it's time to retire."
"4052",6,6,""
"4053",3,3,""
"4054",1,1,"Haven't heard"
"4055",6,6,""
"4056",NA,NA,""
"4057",5,5,"It would be nice in terms of a training baseline. Not much would be gained other than standardized training."
"4058",1,1,""
"4059",3,1,""
"4060",5,5,"Certification is just a piece of paper, but it could give more credibility to the language in managements eyes. Perl is a pen for a programmer, Perl wielded by a competent knowledgeable programmer will be able to create usable maintainable code. Also, ugly unmaintainable can be created just as easily with Perl."
"4061",NA,NA,""
"4062",6,6,""
"4063",NA,NA,""
"4064",4,4,"I feel it would be of dubious value.  Write a cpan module or create an open source project if you want to prove to me you know how to program in perl.  I have seen many programmers who could not program their way out of a wet paper bag that were certified in other languages.  It was meaningless."
"4065",1,1,""
"4066",3,3,"Certificates are worth about as much as the ink they're printed with."
"4067",3,6,"in germany everybody need certificates for everything :-)"
"4068",3,6,""
"4069",1,1,""
"4070",6,6,""
"4071",NA,NA,""
"4072",5,5,"I am not generally impressed by these types of certifications."
"4073",3,3,""
"4074",NA,NA,""
"4075",4,4,""
"4076",NA,NA,""
"4077",3,3,""
"4078",NA,NA,""
"4079",NA,NA,""
"4080",7,7,""
"4081",1,1,""
"4082",6,6,""
"4083",3,5,"Training for people about perl best practices would help a lot. Many get caught in trying to be tricky with perl when it has the power to simplify."
"4084",6,6,""
"4085",6,6,""
"4086",NA,NA,""
"4087",NA,NA,""
"4088",3,1,""
"4089",2,2,"Bah!"
"4090",2,2,""
"4091",2,2,"Isn't the whole point of certification to prove you know the ""right way"" to accomplish a task, and isn't the whole point of perl that there are a billion ways to do what you want?"
"4092",NA,NA,""
"4093",3,3,"Why,,, so it can turn into some microsucky sort of community? Part of its appeal is its hacker creed. "
"4094",4,5,""
"4095",3,3,"certificates are expensive and useless. what a bad combination."
"4096",2,5,""
"4097",3,4,""
"4098",5,6,""
"4099",1,1,""
"4100",3,3,""
"4101",3,7,""
"4102",NA,NA,""
"4103",5,6,""
"4104",1,1,""
"4105",1,1,"What for?"
"4106",NA,NA,""
"4107",NA,NA,""
"4108",6,6,"nice idea"
"4109",1,1,""
"4110",5,5,""
"4111",5,5,"Certification is not an ideal measure of programming capabilities."
"4112",4,5,""
"4113",4,4,""
"4114",2,2,""
"4115",6,6,"Make it affordable, make it comprehensive, and make it mean something to the industry. Certification without perceived value to the industry is a waste of my time and money."
"4116",4,4,""
"4117",1,1,""
"4118",7,7,"Currently I am doing the similar to certification kind at Experts-Exchange"
"4119",5,6,"Helps whem employing programmers"
"4120",5,5,"I would work towards certification if that was an option."
"4121",5,6,""
"4122",6,6,""
"4123",3,1,""
"4124",6,6,"there is more than one way to do it. Maybe 2 or 3 different certificates and in order to have a 'guru certificate' it would be necessary to ask developer to be part of community or maintain a CPAN."
"4125",1,1,""
"4126",4,4,"Even though official Perl certification may be useful for a candidate in securing jobs, from a purely technical perspective if I ask myself if any of the Java certified programmer is better than any other who has had a good founding in computer science and software, the answer is a resounding NO.[CR][CR]Even though certification can be used as a benchmark, I am not a fan of certifications in terms of their ability to identify truly good programmers. "
"4127",5,5,""
"4128",3,3,"I slightly disagree, since this certifications are not that much looked at in my country (France) when I hire people."
"4129",3,5,"It's called Perlgolf, right?"
"4130",2,2,""
"4131",1,1,""
"4132",6,6,""
"4133",6,6,""
"4134",6,6,"It's a good idea in theory, but seems really hard to set up in practice. A job for a TPF committee?"
"4135",6,5,"Please make it a test of good standards, as otherwise it would be yet another worthless certificate that everyone knows is humbug. [CR]Very probably a heirarchy of certificates is required, to distinguish bread-and-butter programmers and Perl lovers.[CR]Special request: Have a certificate for HOP specifically, which would be a huge green flag for good recruiters and would be a badge of honour for us too. :)[CR]"
"4136",NA,NA,""
"4137",1,1,""
"4138",2,7,"Certifications are overrated. You don't know how good someone is until you work with them for a couple weeks. It just makes people with subpar programming skills spend money in the hopes that it will improve there chances in finding a job. "
"4139",NA,NA,""
"4140",3,3,"10 years too late"
"4141",NA,NA,""
"4142",1,1,"It would need a solid organization / marketing effort on the other side, pushing use and encouraging employers to hire perl developers."
"4143",1,NA,""
"4144",NA,NA,""
"4145",NA,NA,""
"4146",5,5,"I've never really trusted certifications. Many are easy to pass, and it is known that for some, there's a quota of people who pass/fail.[CR]I guess it could be useful because it's not always obvious to evaluate other people's level in Perl programming when conducting a job interview, but I think that for me to personaly trust a Perl certification, it should be hard enough that I fail it or barely pass it :)"
"4147",2,5,"Don't see the need for it, considering how meaningless it is for other languages. That being said, may increase business acceptance. "
"4148",NA,NA,""
"4149",2,2,"Why bother?"
"4150",NA,NA,""
"4151",NA,NA,""
"4152",1,1,""
"4153",5,7,""
"4154",NA,NA,""
"4155",NA,NA,""
"4156",2,2,"Waste of time, unless people pay me to certify them."
"4157",2,5,"You generally don't have to get a certification, you only have to get experience."
"4158",NA,NA,""
"4159",1,1,"I have never thought about that, but this could be good for me study more perl."
"4160",1,1,""
"4161",2,1,""
"4162",1,1,""
"4163",NA,NA,""
"4164",4,4,""
"4165",2,2,""
"4166",1,1,""
"4167",1,1,""
"4168",4,4,"Certification tells me the person knows the language, not how to use the language to solve business problems. "
"4169",6,6,""
"4170",7,7,"I'm sure my boss would sponsor it for some of us in the development dept. I would probably learn things I'd never get around to learning otherwise."
"4171",2,2,""
"4172",3,3,"I don't know if it would be useful people, but it might attract people to Perl for the wrong reasons (just like to C# or Java)"
"4173",2,2,"useless?"
"4174",2,2,""
"4175",1,1,""
"4176",NA,NA,""
"4177",NA,NA,""
"4178",1,1,""
"4179",2,2,"what's the point? nobody pays any attention to programming certification in the real world, experience and proof of ability (as in real code). good way to make a fast buck though so good luck."
"4180",2,4,"Certifications are widely seen as worthless in the circles I work in (Silicon Valley embedded programmers)"
"4181",NA,NA,""
"4182",5,5,""
"4183",5,5,""
"4184",NA,NA,""
"4185",1,1,"Sounds hokey."
"4186",NA,NA,""
"4187",1,1,""
"4188",1,1,""
"4189",3,3,""
"4190",1,1,""
"4191",6,6,""
"4192",NA,NA,""
"4193",2,2,""
"4194",6,6,"A lot of people seem to think of Perl as a hackish language used for small scripts, and I think a certification might help dispel that notion, by making Perl seem more ""official""."
"4195",5,6,""
"4196",4,5,""
"4197",6,6,""
"4198",7,7,"Really good idea.  This will give Perl extra shine in the business world -- the world that also pay our bills."
"4199",6,6,""
"4200",2,2,"Essentially, unless you go the route of the Cisco CCIE lab to prove your worth, certifications are pieces of paper that show you can memorize facts."
"4201",1,1,""
"4202",1,6,""
"4203",2,3,""
"4204",6,6,""
"4205",3,5,"Not needed. Contributions to the community (CPAN etc.) are more than enough to evaluate a programmer. And it is better to encourage this instead of taking a certification."
"4206",5,5,""
"4207",3,3,""
"4208",5,6,"Good luck with that."
"4209",5,5,"Everyone who's written a one-liner can call himself a Perl expert.  But I've interviewed too many Perl ""experts"" who can't name basic data types.  Perl certification could be a useful baseline."
"4210",2,6,""
"4211",NA,NA,""
"4212",4,5,""
"4213",NA,NA,""
"4214",2,4,""
"4215",7,7,"Something like Zend Certification for php"
"4216",NA,NA,""
"4217",6,6,"Sure, why not?"
"4218",6,6,""
"4219",NA,NA,""
"4220",1,1,""
"4221",3,5,""
"4222",5,5,""
"4223",5,6,""
"4224",5,6,"Must include CPAN certification. Perl without CPAN has no interest (like any other language without high-level libraries)"
"4225",2,5,""
"4226",NA,NA,""
"4227",1,1,""
"4228",1,5,""
"4229",2,2,""
"4230",NA,NA,""
"4231",NA,NA,""
"4232",3,5,""
"4233",5,6,""
"4234",5,5,""
"4235",NA,NA,""
"4236",NA,NA,""
"4237",5,6,""
"4238",2,2,""
"4239",6,6,"Certification should have some connection with Enterprise level development."
"4240",1,6,""
"4241",2,2,"WOT, just like every other certification"
"4242",6,6,"Most of my work is systems administration with occasional work on web front ends to various services so I'm not sure I am qualified to comment."
"4243",6,6,"Have different levels of certifications: non-object, object"
"4244",5,5,""
"4245",2,2,""
"4246",6,6,""
"4247",5,6,""
"4248",7,7,""
"4249",3,1,""
"4250",3,4,""
"4251",5,6,""
"4252",NA,NA,""
"4253",2,2,"Certification is useless. Especially if it's not new specification and you can find questions dump on the Internet"
"4254",2,2,"certifications are always useless"
"4255",NA,NA,""
"4256",NA,NA,""
"4257",5,6,""
"4258",1,5,"I'd rather teach perl to a cleaver guy than have someone with certificates that can't spell their name"
"4259",5,6,""
"4260",6,6,"Great idea!"
"4261",NA,NA,""
"4262",NA,NA,""
"4263",2,1,""
"4264",NA,NA,""
"4265",NA,NA,""
"4266",1,1,""
"4267",NA,NA,""
"4268",1,1,"I really hate the idea of certifications, but I suspect that they would make people feel good."
"4269",NA,NA,""
"4270",2,2,""
"4271",NA,NA,""
"4272",NA,NA,""
"4273",2,2,""
"4274",5,5,""
"4275",1,1,""
"4276",NA,NA,""
"4277",5,5,""
"4278",1,1,""
"4279",NA,NA,""
"4280",NA,NA,""
"4281",NA,NA,""
"4282",2,1,"Seems unnecessary to me... Mostly beacuse you can already 'prove' your level of expertise by writing cpan modules and things like that. But then again, maybe other companies would value such certification when hiring."
"4283",2,2,"LOL, seriously? When did hackers need certification!"
"4284",NA,NA,""
"4285",4,3,""
"4286",NA,NA,""
"4287",NA,NA,""
"4288",3,6,"Good luck;)"
"4289",3,3,"If you can read the camel books, then why?"
"4290",5,6,""
"4291",3,1,""
"4292",3,5,""
"4293",NA,NA,""
"4294",NA,NA,""
"4295",3,1,""
"4296",3,3,""
"4297",5,5,""
"4298",NA,NA,""
"4299",5,6,""
"4300",5,5,""
"4301",2,2,"Certification programs let the certifier profit and provide little value to anyone else."
"4302",1,1,"I have got a certification on perl and CGI."
"4303",NA,NA,""
"4304",1,1,""
"4305",5,7,"Don't do if it just going to be a rubber stamp."
"4306",NA,NA,""
"4307",NA,NA,""
"4308",1,1,""
"4309",NA,NA,""
"4310",NA,NA,""
"4311",NA,NA,""
"4312",2,2,""
"4313",6,5,""
"4314",6,6,""
"4315",NA,NA,""
"4316",NA,NA,""
"4317",3,3,""
"4318",1,1,""
"4319",NA,NA,""
"4320",7,7,"It would probably help further in getting rid of the idea perl is a language for shell programming and text processing, and leveraging them relative to other languages like those above"
"4321",6,6,""
"4322",NA,NA,""
"4323",2,2,"Perl rewards programming creativity, which is something that can't be certified."
"4324",NA,NA,""
"4325",2,4,"What for?"
"4326",7,7,"Where can I get it and how much does it cost?"
"4327",5,5,""
"4328",5,5,""
"4329",1,1,""
"4330",NA,NA,""
"4331",6,6,""
"4332",NA,NA,""
"4333",NA,NA,""
"4334",3,3,""
"4335",2,2,"Mu"
"4336",2,2,""
"4337",2,1,""
"4338",NA,NA,""
"4339",2,2,""
"4340",NA,NA,""
"4341",1,1,""
"4342",4,5,""
"4343",2,2,""
"4344",2,2,"not necessary"
"4345",6,6,""
"4346",NA,NA,""
"4347",5,5,""
"4348",5,5,""
"4349",1,1,"You have time for that?"
"4350",3,3,""
"4351",1,1,""
"4352",NA,NA,""
"4353",3,3,""
"4354",NA,NA,""
"4355",3,3,""
"4356",NA,NA,""
"4357",NA,NA,""
"4358",1,1,"I doubt I'd get one, but they could be useful to others."
"4359",1,1,""
"4360",NA,NA,""
"4361",1,1,""
"4362",6,6,"sounds fun."
"4363",NA,NA,""
"4364",4,6,"Certification makes it a little easier for the hiring manager to winnow through stack of resumes. Certification demonstrates a consensus level of expected understanding (at one time). The certificate would impress."
"4365",2,2,""
"4366",1,1,""
"4367",2,7,""
"4368",2,4,""
"4369",NA,NA,""
"4370",1,1,""
"4371",2,2,"Certification itself is nearly useless, because it says nothing about what somebody really is capable of, and every idiot gets certificates without understanding everything (Thats because i think there are useless). Primary certification is more a USA thing. Here in Germany i would say that certification is less important in general."
"4372",5,7,"Maybe it would bring perl to the spotlight  again and help it's popularity"
"4373",2,2,"I think the whole concept of certification is pointless."
"4374",1,1,""
"4375",3,6,"Probably useful for some."
"4376",3,5,""
"4377",5,5,""
"4378",1,1,"..why?"
"4379",6,6,""
"4380",NA,NA,""
"4381",2,2,""
"4382",6,6,""
"4383",NA,NA,""
"4384",3,4,""
"4385",5,6,"I don't understand the appeal of certification per se but others (employers) seem to value it"
"4386",2,3,"A certification means you meet minimum requirements.  Why would anyone hire a guy that just meets minimum requirements?"
"4387",1,1,""
"4388",NA,NA,""
"4389",NA,NA,""
"4390",NA,NA,""
"4391",3,5,""
"4392",7,7,""
"4393",1,1,""
"4394",NA,NA,""
"4395",NA,NA,""
"4396",3,5,""
"4397",3,5,"It could contain a community service element - contribute code, documentation, mailing list participation."
"4398",6,6,""
"4399",2,2,""
"4400",2,2,""
"4401",2,2,""
"4402",4,5,""
"4403",6,6,""
"4404",5,5,""
"4405",3,3,"I don't put much weight on Java or .NET certification, so I see little value in Perl following suit"
"4406",5,6,"It's a fine idea, but I'm not sure how helpful it would be.  It would just be another buzzword on resumes, but it might help get a candidate past that first HR person."
"4407",5,5,""
"4408",5,5,""
"4409",6,6,""
"4410",NA,NA,""
"4411",1,1,""
"4412",2,2,"Technical Certifications are bullshit. Providing an offical perl one would just imply that the perl community subscribes to the bullshit."
"4413",NA,NA,""
"4414",NA,NA,""
"4415",6,6,""
"4416",NA,NA,""
"4417",7,7,""
"4418",5,5,"I really don't think certification is a good idea, but the hiring world is cert-crazy. So in that sense, a cert is useful to me for getting hired. But as a hiring manager, I'd put little or no value on it."
"4419",1,1,""
"4420",1,5,"Perl is seen today as a ""has been"" language... it could be a nice idea to communicate better about it. Why not from a certification step?"
"4421",1,1,""
"4422",4,5,""
"4423",6,1,""
"4424",NA,NA,""
"4425",NA,NA,""
"4426",3,3,""
"4427",3,3,"I think that a certificate does not say much about the capabilities of a person. [CR][CR]The german term ""Scheinleistung"", taken from electrical engineering, meaning ""apparent power"", is used in university context in germany to say that someone gained some kind of certificate (""Schein"") with minimal energy (""Leistung"") spent, without real knowledge. It is also used for companies requiring just a bunch of certificates, but no real qualification or experience."
"4428",3,4,""
"4429",NA,NA,""
"4430",NA,NA,""
"4431",3,1,""
"4432",NA,NA,""
"4433",NA,NA,""
"4434",6,6,""
"4435",6,7,"Useful for PHBs, not much so for us devs :("
"4436",7,6,""
"4437",3,3,"I'm not a fan of Certifications.  They're products, not accurate reflections of programmer talent."
"4438",NA,NA,""
"4439",3,3,"Certification mostly seems to be about the testers making money.  Doesn't seem to mean much about real-world skills."
"4440",2,2,"Better bury the language than add the certification"
"4441",5,5,"being certified on something usually only means the person is available of the existance of that something. if this were to be different for a Perl certification, I'd be all for it. Oh, and free."
"4442",2,2,""
"4443",2,5,""
"4444",6,6,"Sounds good"
"4445",7,7,""
"4446",NA,NA,""
"4447",6,6,"It would be good to filter out the people who claim to ""know perl"" but get confused by grep()... *sigh*"
"4448",5,5,"When herding cats, do you certify the cats, or the herder?"
"4449",6,6,"It needs to have all aspects of using Perl in different environments and projects. A live project done in Perl would be really useful."
"4450",3,5,"I think the idea of Perl certification is a fine one. But there are dangers that official certification can present. It would obviously require some kind of corporate or consortia sponsorship to oversee, guide, and provide accreditation. I think there's a very real risk to Perl's reputation if the wrong sponsorship develops. Within the Perl community (those of us on the ""inside"") don't really need certification. We know, because of network effects, who's got the chops. So, the purpose of certification and accreditation is for business acceptance (risk management, etc.). Perl is at a critical point in its ""life"" where its reputation with the majority of business programming environments is waning (or never even got a mention). In a lot of ways, I think certification will just be a natural consequence of popularity. If we successfully market Perl and grow mindshare, it'll just happen whether we (the community) want it to or not."
"4451",NA,NA,""
"4452",2,5,""
"4453",NA,NA,""
"4454",NA,NA,""
"4455",1,1,""
"4456",NA,NA,""
"4457",NA,NA,""
