"","versions_of_perl_commonly_used_5.4","versions_of_perl_commonly_used_5.0005","versions_of_perl_commonly_used_5.6","versions_of_perl_commonly_used_5.8","versions_of_perl_commonly_used_5.10","versions_of_perl_commonly_used_5.12","version_of_perl_used_most_frequently"
"800",0,0,0,1,1,0,5
"801",0,1,0,1,0,0,2
"802",0,0,0,1,1,0,4
"803",0,0,0,1,1,0,4
"804",0,0,0,0,1,0,5
"805",0,0,0,1,1,1,4
"806",0,0,0,0,1,0,5
"807",0,0,0,0,1,0,5
"808",0,0,0,1,1,0,4
"809",0,0,1,0,0,0,3
"810",0,0,0,1,1,0,4
"811",1,1,0,0,0,0,1
"812",0,0,0,0,1,0,5
"813",0,1,1,0,0,0,3
"814",0,0,1,1,0,0,4
"815",0,0,0,0,1,0,5
"816",0,0,0,1,1,0,5
"817",0,0,0,0,1,0,5
"818",0,0,0,0,1,0,5
"819",0,0,0,1,0,1,4
"820",0,0,0,1,1,1,6
"821",0,0,0,1,1,1,4
"822",0,0,0,1,0,0,4
"823",0,0,0,0,1,0,5
"824",0,0,0,1,0,0,4
"825",0,0,0,0,1,0,5
"826",0,0,0,1,0,0,4
"827",1,1,1,1,0,0,4
"828",0,0,0,0,1,0,5
"829",0,0,0,1,0,0,4
"830",0,0,0,0,1,0,5
"831",0,0,0,1,0,0,4
"832",0,0,0,0,0,0,NA
"833",0,0,0,1,1,0,5
"834",0,0,0,1,1,0,5
"835",0,0,0,0,1,0,5
"836",0,0,0,1,1,0,5
"837",0,0,0,0,0,0,NA
"838",0,0,0,0,0,1,6
"839",0,0,0,1,1,0,4
"840",0,0,0,1,0,0,4
"841",0,0,0,0,1,0,1
"842",0,0,0,0,1,0,5
"843",0,0,0,0,0,0,NA
"844",0,0,0,0,0,0,NA
"845",0,0,0,0,0,0,NA
"846",0,0,0,1,0,0,4
"847",0,0,0,1,0,0,4
"848",0,0,0,0,1,0,4
"849",0,0,0,1,1,0,5
"850",0,0,0,0,0,0,NA
"851",0,0,0,1,1,0,5
"852",0,0,0,0,0,0,NA
"853",0,0,0,1,1,0,5
"854",0,0,0,1,0,0,4
"855",0,0,0,1,1,0,5
"856",0,0,0,0,1,0,5
"857",0,0,0,1,0,0,4
"858",0,0,0,1,0,0,4
"859",0,0,0,1,1,0,4
"860",0,0,0,0,1,1,6
"861",0,0,0,0,0,1,6
"862",0,0,0,1,1,0,4
"863",0,0,1,1,0,0,4
"864",0,0,0,1,1,0,5
"865",0,0,0,0,1,1,6
"866",0,0,0,1,1,0,5
"867",0,0,0,0,0,0,NA
"868",0,0,1,1,0,0,4
"869",0,0,1,1,0,0,3
"870",0,0,0,1,0,0,4
"871",0,0,0,1,0,0,4
"872",0,0,0,1,1,0,4
"873",0,0,0,0,1,0,5
"874",0,0,0,0,1,0,5
"875",0,0,0,0,0,0,NA
"876",0,0,0,0,1,0,5
"877",0,0,0,1,0,0,4
"878",0,0,0,0,0,0,NA
"879",0,0,0,1,0,0,4
"880",0,0,0,0,0,0,NA
"881",0,0,0,0,0,0,NA
"882",0,0,0,1,1,0,5
"883",0,0,0,1,1,0,5
"884",0,0,0,1,1,0,4
"885",0,0,0,1,1,0,5
"886",0,0,0,1,1,0,5
"887",0,0,0,1,1,1,5
"888",0,0,0,1,0,0,4
"889",0,0,0,1,1,0,4
"890",0,0,0,0,1,0,5
"891",0,0,0,1,1,0,5
"892",0,0,0,1,1,0,4
"893",0,0,0,1,0,0,4
"894",0,0,0,0,0,0,NA
"895",0,0,0,1,1,0,5
"896",0,0,0,1,1,0,5
"897",0,0,0,1,1,0,5
"898",0,0,0,1,1,0,5
"899",0,0,0,0,0,0,NA
"900",0,0,0,1,1,0,4
"901",0,0,0,1,1,0,4
"902",0,0,0,0,0,0,NA
"903",0,0,0,0,0,0,NA
"904",0,0,0,0,0,0,NA
"905",0,0,0,0,0,0,NA
"906",0,0,1,1,1,0,5
"907",0,0,0,1,0,0,4
"908",0,0,0,1,1,0,5
"909",0,0,0,1,0,0,4
"910",0,0,0,0,1,0,5
"911",0,0,0,1,1,0,4
"912",1,1,1,1,0,0,4
"913",0,0,0,1,1,0,5
"914",0,0,0,0,0,0,NA
"915",0,0,0,1,1,0,5
"916",0,0,0,0,0,0,NA
"917",0,0,0,0,1,1,6
"918",0,0,0,1,1,1,5
"919",0,0,0,1,1,0,4
"920",0,0,1,0,0,0,3
"921",0,0,0,1,1,0,5
"922",0,0,0,0,1,1,5
"923",0,0,0,1,1,0,4
"924",0,0,0,1,1,0,5
"925",0,0,0,0,0,0,NA
"926",0,0,0,1,1,0,4
"927",0,0,0,0,1,0,5
"928",0,0,0,1,1,0,4
"929",0,1,1,1,0,0,4
"930",0,0,0,0,1,0,5
"931",0,0,0,1,0,0,4
"932",0,0,0,1,1,0,5
"933",0,0,0,0,1,0,5
"934",0,0,0,1,1,1,4
"935",0,0,0,1,1,0,4
"936",0,0,0,1,0,0,4
"937",0,0,0,0,0,0,NA
"938",1,0,0,0,0,0,1
"939",0,0,0,1,1,0,5
"940",0,0,0,0,1,0,6
"941",0,0,0,1,1,0,5
"942",1,1,1,1,0,0,4
"943",0,0,0,1,1,0,5
"944",0,0,0,1,1,0,4
"945",0,0,0,1,1,0,4
"946",0,0,1,1,0,0,3
"947",1,0,0,0,0,0,1
"948",0,0,0,1,1,0,5
"949",0,0,0,1,1,0,5
"950",0,0,0,1,1,0,4
"951",0,0,0,1,0,0,4
"952",0,0,0,1,1,0,4
"953",0,0,0,0,0,0,NA
"954",0,0,0,1,0,0,3
"955",0,0,0,0,0,0,NA
"956",0,0,0,1,1,1,5
"957",0,0,1,1,0,0,3
"958",0,0,0,0,0,0,NA
"959",0,0,0,1,1,0,5
"960",0,0,0,1,1,0,4
"961",0,0,0,0,0,0,NA
"962",0,0,1,0,0,0,3
"963",0,0,1,1,1,0,5
"964",0,0,0,1,1,0,5
"965",0,0,0,0,0,0,NA
"966",0,0,0,1,1,0,5
"967",0,0,0,1,1,0,5
"968",0,0,1,0,0,0,3
"969",0,0,1,1,1,1,6
"970",0,0,0,1,1,0,5
"971",0,0,0,0,0,0,NA
"972",0,0,0,1,1,0,4
"973",0,0,0,1,0,0,4
"974",0,0,0,0,1,0,5
"975",0,0,0,0,1,0,5
"976",0,0,0,1,1,0,4
"977",0,0,0,0,1,0,5
"978",0,0,0,1,1,1,5
"979",0,0,0,1,1,0,5
"980",0,0,1,1,0,0,4
"981",0,0,0,0,0,0,NA
"982",0,0,1,0,1,0,5
"983",0,0,0,0,0,0,1
"984",0,0,0,1,1,1,6
"985",0,0,0,1,1,0,5
"986",0,0,0,1,1,0,5
"987",0,0,1,1,1,0,5
"988",0,0,0,0,0,0,NA
"989",0,0,0,0,1,0,5
"990",0,0,0,0,1,1,5
"991",0,0,0,0,0,0,NA
"992",0,0,0,1,0,0,4
"993",0,0,0,0,0,0,NA
"994",0,0,0,0,0,0,NA
"995",0,0,0,0,0,0,NA
"996",0,0,0,0,1,0,5
"997",0,0,0,0,1,0,5
"998",0,1,0,1,1,0,5
"999",0,0,0,1,1,0,5
"1000",0,0,0,1,1,0,4
"1001",0,0,0,1,1,1,4
"1002",0,0,1,0,0,0,3
"1003",0,0,0,0,0,1,6
"1004",0,0,1,1,1,0,5
"1005",0,0,1,1,0,0,4
"1006",0,1,0,1,1,0,4
"1007",0,0,0,0,0,0,NA
"1008",0,1,0,1,1,0,5
"1009",0,0,0,0,1,0,5
"1010",0,0,0,1,1,0,5
"1011",0,0,0,1,1,0,5
"1012",0,0,0,0,1,0,5
"1013",0,0,0,0,0,0,NA
"1014",0,0,0,1,1,1,5
"1015",0,0,0,1,1,0,4
"1016",0,0,0,0,1,0,5
"1017",0,0,0,0,0,0,NA
"1018",1,1,1,1,1,0,4
"1019",0,0,1,1,0,0,4
"1020",0,0,0,0,1,0,5
"1021",0,0,0,1,1,0,4
"1022",0,0,0,0,1,0,5
"1023",0,0,0,1,1,0,4
"1024",0,0,0,1,1,0,4
"1025",0,0,0,1,1,0,4
"1026",0,0,0,0,0,0,NA
"1027",0,0,0,0,1,0,5
"1028",0,0,0,0,1,0,5
"1029",0,0,0,1,0,0,4
"1030",0,0,0,1,1,0,5
"1031",0,0,1,0,0,0,3
"1032",0,0,0,1,1,0,4
"1033",0,0,0,1,1,0,5
"1034",1,1,0,1,1,0,4
"1035",0,0,0,0,0,0,NA
"1036",0,0,0,0,1,1,6
"1037",0,0,0,1,0,0,4
"1038",0,0,1,1,1,0,5
"1039",0,0,0,0,0,0,NA
"1040",0,0,0,1,1,0,4
"1041",0,0,0,0,1,1,6
"1042",0,0,0,0,0,0,NA
"1043",1,1,1,1,1,0,5
"1044",0,0,1,1,0,0,NA
"1045",0,0,0,0,1,1,6
"1046",0,0,0,1,1,0,4
"1047",0,0,0,1,1,0,4
"1048",0,0,0,0,0,0,NA
"1049",0,0,0,1,1,0,4
"1050",1,0,0,0,0,0,6
"1051",0,0,0,0,1,1,5
"1052",0,0,0,1,1,0,5
"1053",0,0,0,1,1,0,4
"1054",0,0,0,0,1,0,5
"1055",0,0,0,1,0,0,4
"1056",0,0,0,1,1,1,4
"1057",0,0,0,1,1,1,5
"1058",0,0,0,0,0,0,NA
"1059",0,0,0,0,0,0,NA
"1060",0,0,0,1,1,0,5
"1061",0,0,0,1,1,0,5
"1062",0,0,0,1,0,0,4
"1063",0,0,0,0,1,0,5
"1064",0,0,0,0,0,0,NA
"1065",0,0,0,1,1,0,5
"1066",0,0,1,1,0,0,4
"1067",0,0,0,1,1,0,5
"1068",0,1,0,0,0,1,2
"1069",0,0,0,1,0,0,4
"1070",0,0,0,0,1,0,5
"1071",0,0,0,0,0,0,NA
"1072",0,0,0,0,1,1,5
"1073",0,0,0,0,0,0,NA
"1074",0,0,1,1,1,0,4
"1075",0,0,0,1,1,0,5
"1076",0,0,1,1,1,0,5
"1077",0,0,0,0,0,0,NA
"1078",0,0,0,1,1,1,6
"1079",0,0,0,1,1,0,5
"1080",0,0,0,1,1,1,6
"1081",0,0,0,0,0,0,NA
"1082",0,0,0,0,0,0,NA
"1083",0,0,0,1,1,0,4
"1084",0,0,0,1,1,0,4
"1085",0,0,0,1,1,0,4
"1086",0,0,0,0,1,0,5
"1087",0,1,1,1,0,0,4
"1088",0,0,0,0,0,0,NA
"1089",0,0,1,1,0,0,4
"1090",0,0,0,1,1,1,5
"1091",0,0,0,1,1,0,5
"1092",0,0,0,1,1,0,5
"1093",1,1,0,0,0,0,5
"1094",0,0,0,0,0,0,NA
"1095",0,0,0,1,0,1,6
"1096",0,0,0,1,0,1,6
"1097",0,0,0,0,0,1,6
"1098",0,0,0,0,0,0,NA
"1099",0,0,0,0,1,1,6
"1100",0,0,0,0,0,0,NA
"1101",0,0,0,0,0,0,NA
"1102",0,0,0,0,0,0,NA
"1103",0,0,0,1,1,0,5
"1104",0,0,0,0,1,0,5
"1105",0,0,0,1,1,0,5
"1106",0,0,0,0,0,0,NA
"1107",0,0,0,1,1,0,5
"1108",0,0,0,0,0,0,NA
"1109",0,0,0,1,0,0,4
"1110",0,0,0,1,0,1,4
"1111",0,0,1,1,0,0,4
"1112",0,0,0,0,1,0,5
"1113",0,0,0,0,0,0,NA
"1114",0,0,0,1,1,0,5
"1115",0,0,0,1,0,0,4
"1116",0,0,0,1,0,0,4
"1117",0,0,1,1,1,0,4
"1118",0,0,0,0,0,0,NA
"1119",0,1,1,0,0,0,3
"1120",0,1,1,1,1,0,5
"1121",0,0,0,0,1,0,5
"1122",0,0,0,0,1,0,6
"1123",0,0,0,1,0,0,4
"1124",0,0,1,1,1,0,5
"1125",0,0,0,1,0,0,4
"1126",0,0,0,0,1,1,6
"1127",0,0,0,1,1,0,4
"1128",0,0,0,0,0,0,NA
"1129",0,0,0,0,0,0,NA
"1130",0,0,0,0,1,0,5
"1131",0,0,0,0,1,0,5
"1132",0,0,0,1,1,1,6
"1133",0,0,0,1,0,0,4
"1134",0,0,0,0,0,0,NA
"1135",0,0,0,0,1,0,5
"1136",0,0,0,1,1,0,4
"1137",0,0,0,1,0,0,4
"1138",0,0,0,0,0,1,6
"1139",0,0,0,0,0,0,NA
"1140",0,0,0,1,1,0,5
"1141",0,0,0,0,0,0,NA
"1142",0,0,0,0,1,0,5
"1143",0,0,0,1,1,0,4
"1144",0,0,0,1,0,0,4
"1145",0,0,0,0,1,1,6
"1146",0,0,0,1,1,0,5
"1147",0,0,0,0,0,0,NA
"1148",0,0,0,0,1,0,5
"1149",0,0,0,1,0,0,4
"1150",0,0,0,0,0,0,NA
"1151",0,0,0,1,1,0,5
"1152",0,0,0,0,0,0,NA
"1153",0,0,0,1,0,0,4
"1154",0,0,0,0,1,0,5
"1155",0,0,0,0,0,0,NA
"1156",0,0,0,1,1,0,5
"1157",0,0,0,1,1,0,5
"1158",0,0,0,1,0,0,4
"1159",0,0,0,1,0,0,4
"1160",0,0,0,0,1,1,5
"1161",0,0,0,1,0,1,6
"1162",0,0,0,1,0,0,4
"1163",0,0,0,1,0,0,4
"1164",0,0,0,1,1,0,5
"1165",0,0,0,1,1,0,5
"1166",0,0,0,0,1,0,5
"1167",0,0,0,0,0,0,NA
"1168",0,0,1,1,1,0,5
"1169",0,0,0,0,0,0,NA
"1170",0,0,0,1,1,0,5
"1171",0,0,0,0,0,0,NA
"1172",0,0,0,0,1,0,5
"1173",0,0,0,1,0,0,4
"1174",0,0,0,0,0,0,NA
"1175",0,0,0,1,1,0,5
"1176",0,0,1,1,1,1,5
"1177",0,0,0,0,1,0,5
"1178",0,1,1,1,1,0,4
"1179",0,0,0,1,1,0,4
"1180",0,0,0,1,0,0,4
"1181",0,0,1,1,0,0,4
"1182",0,0,0,0,1,1,5
"1183",0,0,1,1,0,0,3
"1184",0,0,0,1,1,0,4
"1185",0,0,0,0,1,0,5
"1186",0,0,0,0,0,0,NA
"1187",0,0,0,0,0,0,NA
"1188",0,0,0,1,1,1,6
"1189",0,0,0,1,0,0,4
"1190",0,0,0,1,1,0,5
"1191",0,0,0,1,1,0,4
"1192",0,0,0,0,0,0,NA
"1193",0,0,1,1,1,0,4
"1194",0,0,0,1,1,0,4
"1195",0,0,0,0,1,1,5
"1196",0,0,0,0,0,0,NA
"1197",0,0,0,0,0,0,NA
"1198",0,0,0,0,0,0,NA
"1199",0,0,0,1,1,1,6
"1200",0,0,0,1,1,0,6
"1201",0,0,0,0,0,0,NA
"1202",0,0,0,1,0,0,4
"1203",0,0,0,1,1,0,5
"1204",0,0,0,0,0,0,NA
"1205",0,0,0,0,1,1,5
"1206",0,0,0,1,1,0,6
"1207",0,0,0,0,0,0,NA
"1208",0,0,0,0,0,0,NA
"1209",0,0,1,1,0,0,4
"1210",0,0,0,0,1,0,5
"1211",0,0,0,1,1,0,5
"1212",0,0,0,1,0,0,4
"1213",0,0,0,0,0,1,6
"1214",0,0,0,0,0,0,NA
"1215",0,0,0,1,1,0,5
"1216",0,0,0,1,1,0,4
"1217",0,0,0,1,0,0,4
"1218",0,0,0,1,1,0,5
"1219",0,0,0,0,1,1,5
"1220",0,0,0,1,0,0,4
"1221",0,0,0,1,0,0,4
"1222",0,0,0,1,1,0,5
"1223",0,0,1,1,1,1,6
"1224",0,0,1,1,1,0,5
"1225",0,0,0,0,1,0,5
"1226",0,0,0,1,1,0,4
"1227",0,0,0,0,0,0,NA
"1228",0,0,0,1,1,1,6
"1229",0,0,0,1,1,0,5
"1230",0,0,0,1,1,0,4
"1231",0,0,0,1,0,0,3
"1232",0,0,0,1,0,0,4
"1233",0,0,1,1,0,0,3
"1234",0,0,0,0,0,0,NA
"1235",1,0,0,0,0,0,1
"1236",0,0,0,0,1,1,6
"1237",0,0,0,0,0,0,NA
"1238",0,0,0,1,1,1,4
"1239",0,0,0,1,0,0,4
"1240",0,0,0,0,1,0,5
"1241",0,0,0,1,0,0,4
"1242",0,0,0,0,0,0,NA
"1243",0,0,0,0,0,0,NA
"1244",0,0,0,1,0,0,4
"1245",0,0,0,0,0,0,NA
"1246",1,0,1,1,0,0,4
"1247",0,0,0,0,0,0,NA
"1248",0,0,0,1,1,1,5
"1249",0,0,0,0,0,0,NA
"1250",0,0,0,0,0,0,NA
"1251",0,0,0,1,1,0,4
"1252",0,0,0,1,0,0,4
"1253",0,0,1,1,0,0,5
"1254",0,0,0,0,0,0,NA
"1255",0,0,0,0,0,0,NA
"1256",0,0,0,0,0,1,6
"1257",0,0,0,1,1,0,4
"1258",0,0,0,1,0,0,4
"1259",0,0,0,1,1,0,4
"1260",0,0,0,0,0,0,NA
"1261",0,0,0,0,0,0,NA
"1262",0,0,0,1,0,0,4
"1263",0,0,0,1,1,0,4
"1264",0,0,0,0,0,0,NA
"1265",0,0,1,0,1,0,3
"1266",0,0,0,1,1,0,5
"1267",0,0,0,1,1,0,4
"1268",0,0,0,0,1,1,6
"1269",0,0,0,1,1,0,4
"1270",0,0,0,0,0,0,NA
"1271",0,0,1,1,1,0,4
"1272",0,0,0,0,0,0,NA
"1273",0,0,0,0,1,0,5
"1274",0,0,0,0,0,0,NA
"1275",0,0,0,0,0,0,NA
"1276",0,0,0,0,1,0,5
"1277",0,0,0,0,1,0,5
"1278",0,0,0,1,0,0,4
"1279",0,0,0,1,1,0,5
"1280",0,0,0,1,1,0,5
"1281",0,0,0,0,1,0,5
"1282",0,0,0,0,1,1,5
"1283",0,0,0,0,0,0,NA
"1284",0,0,1,1,0,0,4
"1285",0,0,1,1,0,0,4
"1286",0,0,0,0,1,0,5
"1287",0,0,1,1,1,0,5
"1288",0,0,0,1,0,0,6
"1289",0,0,0,1,1,0,4
"1290",0,0,0,0,0,0,NA
"1291",0,0,0,0,0,0,NA
"1292",0,0,0,0,0,0,NA
"1293",0,1,1,1,1,0,5
"1294",0,0,0,1,1,0,4
"1295",1,0,1,0,0,0,3
"1296",0,0,1,1,1,0,5
"1297",0,0,0,1,1,1,4
"1298",0,1,1,0,0,0,3
"1299",0,0,0,1,1,0,5
"1300",0,0,0,0,0,0,NA
"1301",0,0,0,0,1,0,5
"1302",0,0,0,0,1,1,6
"1303",0,0,0,1,1,0,5
"1304",0,0,0,1,0,0,4
"1305",0,0,0,1,0,0,5
"1306",0,0,0,1,1,0,4
"1307",0,0,0,0,1,0,5
"1308",0,0,0,1,1,0,5
"1309",0,0,0,0,0,0,NA
"1310",0,0,0,1,1,1,5
"1311",0,0,0,1,1,0,4
"1312",0,0,0,1,0,0,4
"1313",0,0,0,1,1,0,5
"1314",0,0,0,0,0,0,NA
"1315",0,0,0,1,1,0,4
"1316",0,0,0,0,0,0,NA
"1317",0,0,0,1,1,0,4
"1318",1,0,0,0,0,0,1
"1319",0,0,0,1,1,0,4
"1320",0,0,0,0,0,0,NA
"1321",0,0,0,0,1,0,5
"1322",0,0,0,0,1,0,5
"1323",0,0,0,1,0,0,4
"1324",0,0,0,1,0,0,4
"1325",0,0,0,0,1,0,5
"1326",0,0,1,0,0,0,3
"1327",0,0,0,0,1,0,5
"1328",1,0,0,1,1,0,4
"1329",0,0,1,1,1,0,4
"1330",0,0,0,1,1,0,5
"1331",0,0,0,0,0,0,NA
"1332",0,0,0,0,1,0,5
"1333",0,0,0,0,0,0,NA
"1334",0,0,0,0,0,0,NA
"1335",0,0,0,0,1,0,5
"1336",0,0,0,0,1,0,5
"1337",0,0,0,1,1,0,5
"1338",0,0,0,0,1,0,5
"1339",0,0,0,1,1,0,5
"1340",0,0,0,0,1,0,5
"1341",0,0,0,1,1,0,5
"1342",0,0,1,1,1,0,5
"1343",0,0,0,0,1,0,5
"1344",0,0,0,0,0,0,NA
"1345",0,0,0,1,1,0,5
"1346",0,0,0,1,1,0,5
"1347",0,0,0,1,1,1,5
"1348",0,0,0,0,0,0,NA
"1349",0,0,0,0,1,1,5
"1350",0,0,1,1,1,0,4
"1351",0,0,0,1,1,1,5
"1352",0,0,1,1,0,1,6
"1353",0,0,0,0,1,1,5
"1354",0,0,0,0,0,0,NA
"1355",0,0,0,0,1,0,5
"1356",0,0,0,0,0,0,NA
"1357",0,0,0,0,1,1,6
"1358",0,0,0,0,0,0,NA
"1359",0,0,0,0,1,0,5
"1360",0,0,0,0,1,0,5
"1361",0,0,0,1,1,0,5
"1362",0,0,0,1,1,0,4
"1363",0,0,0,0,1,0,5
"1364",0,0,0,0,1,0,5
"1365",0,0,0,1,0,0,4
"1366",0,0,0,0,1,0,5
"1367",0,0,0,0,1,0,5
"1368",0,0,0,1,1,0,4
"1369",0,0,0,1,1,0,4
"1370",0,0,0,1,1,0,4
"1371",0,0,0,1,1,0,5
"1372",0,0,0,1,1,0,5
"1373",0,0,0,0,1,0,5
"1374",0,0,0,1,1,0,5
"1375",0,0,0,0,0,0,NA
"1376",0,0,0,0,1,0,5
"1377",0,0,0,1,0,0,4
"1378",0,0,1,0,0,0,3
"1379",0,0,0,1,0,1,4
"1380",0,0,0,0,1,0,5
"1381",0,0,0,0,0,0,NA
"1382",0,0,0,1,1,0,4
"1383",0,0,0,0,0,0,NA
"1384",0,0,0,1,1,0,4
"1385",0,0,0,1,1,0,5
"1386",0,0,0,1,1,1,5
"1387",0,0,0,1,0,0,4
"1388",0,0,0,1,1,0,5
"1389",0,0,0,0,1,0,5
"1390",0,0,0,0,1,0,5
"1391",0,0,0,1,1,0,4
"1392",0,0,0,0,0,0,NA
"1393",0,0,0,1,1,0,5
"1394",0,0,0,1,0,0,4
"1395",0,0,0,1,0,0,4
"1396",0,0,0,0,1,0,5
"1397",0,0,0,0,0,0,NA
"1398",0,0,0,1,1,0,5
"1399",0,0,1,1,0,0,4
"1400",0,0,0,1,1,0,6
"1401",0,0,0,0,0,0,NA
"1402",0,0,1,1,0,0,4
"1403",0,0,0,0,0,0,NA
"1404",0,0,0,1,1,0,4
"1405",0,0,0,1,0,0,4
"1406",0,0,0,1,1,0,5
"1407",0,0,0,0,1,0,5
"1408",0,0,0,1,0,0,4
"1409",0,0,0,0,1,0,5
"1410",0,1,1,1,0,0,4
"1411",0,0,0,0,0,0,NA
"1412",0,0,0,1,1,0,5
"1413",0,0,0,0,0,0,NA
"1414",0,0,0,0,0,0,NA
"1415",0,0,0,0,1,0,5
"1416",0,0,0,1,1,1,4
"1417",0,0,0,0,0,1,6
"1418",0,0,0,1,1,0,5
"1419",0,0,0,0,1,0,5
"1420",0,1,0,0,1,0,5
"1421",0,0,0,0,1,0,5
"1422",0,0,0,1,1,0,4
"1423",0,0,0,0,1,0,5
"1424",0,0,0,1,0,0,4
"1425",0,0,0,0,1,0,5
"1426",0,0,0,1,1,0,5
"1427",0,0,0,1,1,0,4
"1428",0,0,0,0,0,0,NA
"1429",0,0,0,0,1,0,5
"1430",0,0,0,0,0,0,NA
"1431",0,0,0,1,1,0,5
"1432",0,0,0,0,1,0,5
"1433",0,0,0,0,0,0,NA
"1434",0,0,0,1,1,0,4
"1435",0,0,0,1,1,0,4
"1436",0,0,1,0,1,0,5
"1437",1,0,0,0,0,0,1
"1438",0,0,0,0,0,0,5
"1439",0,0,0,1,1,0,4
"1440",0,0,0,1,1,0,4
"1441",0,0,0,1,1,1,5
"1442",0,0,0,0,1,1,5
"1443",0,0,0,1,1,0,5
"1444",0,0,0,0,1,0,5
"1445",0,0,0,0,1,1,5
"1446",0,0,0,1,0,0,4
"1447",0,0,0,0,0,0,NA
"1448",0,0,0,1,1,1,5
"1449",0,0,0,1,1,0,5
"1450",0,0,0,1,1,1,4
"1451",0,0,0,0,1,0,5
"1452",0,0,0,1,1,1,4
"1453",0,0,0,0,0,0,NA
"1454",1,1,1,1,1,1,1
"1455",0,0,0,0,0,1,6
"1456",0,0,1,1,0,0,4
"1457",0,0,0,1,0,0,4
"1458",0,0,0,0,0,0,NA
"1459",0,0,0,1,0,0,4
"1460",0,0,0,1,1,1,5
"1461",0,0,0,1,1,1,5
"1462",0,0,0,1,1,0,4
"1463",0,0,0,1,1,0,5
"1464",0,0,0,1,1,1,5
"1465",0,0,0,1,0,0,4
"1466",0,0,0,1,1,0,5
"1467",0,0,0,0,1,0,5
"1468",0,0,0,0,1,0,5
"1469",0,0,0,1,1,0,5
"1470",0,0,0,0,0,0,NA
"1471",0,0,0,1,1,0,5
"1472",0,0,0,1,0,0,4
"1473",0,0,0,1,1,0,5
"1474",0,0,1,1,0,0,5
"1475",0,0,0,0,1,0,5
"1476",0,0,0,0,1,0,5
"1477",1,0,0,0,0,0,1
"1478",0,0,0,0,0,0,NA
"1479",0,0,0,1,1,0,4
"1480",0,0,0,1,1,0,5
"1481",0,0,0,1,0,0,4
"1482",0,0,0,0,0,0,NA
"1483",0,0,0,1,0,0,4
"1484",0,0,0,0,1,0,5
"1485",0,0,0,0,1,0,5
"1486",0,0,0,1,1,0,5
"1487",0,0,0,0,0,0,NA
"1488",0,0,0,1,1,1,5
"1489",0,0,0,1,1,0,4
"1490",0,0,0,1,1,0,5
"1491",0,0,0,1,1,1,5
"1492",0,0,0,1,1,0,5
"1493",0,0,1,1,1,0,5
"1494",0,0,0,0,0,0,NA
"1495",0,0,0,1,1,0,5
"1496",0,0,0,1,0,0,4
"1497",0,0,0,0,0,0,NA
"1498",0,0,0,1,1,1,5
"1499",0,0,0,0,1,0,5
"1500",0,0,0,0,0,0,NA
"1501",0,0,0,1,1,0,5
"1502",0,0,0,1,0,1,6
"1503",0,0,0,0,0,0,NA
"1504",0,0,0,0,0,0,NA
"1505",0,0,0,0,1,1,6
"1506",0,0,0,0,1,0,5
"1507",0,0,0,0,0,0,NA
"1508",0,0,0,1,1,0,5
"1509",0,0,0,0,0,0,NA
"1510",0,0,0,0,1,0,5
"1511",0,0,0,0,1,0,5
"1512",0,0,0,0,1,0,5
"1513",0,0,0,0,0,0,NA
"1514",0,0,0,1,1,0,5
"1515",0,0,0,1,0,0,4
"1516",0,0,0,0,1,1,5
"1517",0,0,0,1,1,0,4
"1518",0,0,0,0,0,0,NA
"1519",0,0,0,1,1,0,4
"1520",0,0,0,1,0,0,4
"1521",0,0,0,1,0,0,4
"1522",0,0,0,0,0,0,NA
"1523",0,0,0,1,1,0,5
"1524",0,0,0,0,0,0,NA
"1525",0,0,0,0,1,0,5
"1526",0,0,0,1,0,0,4
"1527",0,0,0,1,1,0,5
"1528",0,0,0,0,0,0,NA
"1529",0,0,0,1,1,1,4
"1530",0,0,0,1,1,0,4
"1531",0,0,0,1,0,0,4
"1532",0,0,0,0,1,0,5
"1533",0,0,0,1,1,0,4
"1534",0,0,0,1,0,0,4
"1535",0,0,0,0,0,0,NA
"1536",0,0,0,0,0,0,NA
"1537",0,0,0,0,0,0,NA
"1538",0,0,0,0,1,0,5
"1539",0,0,0,1,1,0,5
"1540",0,0,0,0,0,0,NA
"1541",0,0,0,1,1,0,5
"1542",0,0,0,0,1,1,5
"1543",0,0,0,1,1,0,5
"1544",0,1,0,0,0,0,4
"1545",0,0,0,1,1,0,4
"1546",0,0,0,0,1,0,5
"1547",0,0,0,1,0,0,4
"1548",0,0,0,1,1,1,4
"1549",0,0,0,0,0,0,NA
"1550",0,0,0,1,1,0,5
"1551",1,0,0,0,0,0,1
"1552",0,0,0,0,1,0,5
"1553",0,1,1,1,0,0,4
"1554",0,0,0,1,1,0,4
"1555",0,0,0,1,1,0,4
"1556",0,0,0,1,1,0,5
"1557",0,0,0,1,1,0,4
"1558",0,0,0,1,1,0,4
"1559",0,0,1,1,1,0,3
"1560",0,0,0,0,1,1,5
"1561",0,0,0,1,1,1,6
"1562",0,0,0,0,1,0,5
"1563",0,0,0,1,1,1,5
"1564",0,0,0,0,0,0,NA
"1565",0,0,1,1,0,0,4
"1566",0,0,0,0,0,0,NA
"1567",0,0,0,1,0,0,4
"1568",0,0,0,0,0,0,NA
"1569",0,0,0,1,0,0,4
"1570",0,0,0,0,1,0,5
"1571",0,0,1,1,1,0,5
