"","num_cpan_modules_handed_over","provided_bug_report_for_perl_interpreter","provided_code_to_fix_bug_perl_interpreter","provided_code_to_add_feature_to_perl_interpreter","provided_bug_report_for_CPAN_module","provided_code_to_fix_bug_CPAN_module","provided_code_to_add_feature_to_CPAN_module"
"729",1,1,1,1,1,1,1
"730",1,1,1,1,1,1,1
"731",NA,NA,NA,NA,NA,NA,NA
"732",1,1,1,1,1,1,1
"733",NA,NA,NA,NA,NA,NA,NA
"734",1,1,1,1,3,3,1
"735",1,1,1,1,1,1,1
"736",1,1,1,1,1,1,1
"737",1,1,1,1,1,1,1
"738",1,2,1,1,3,2,2
"739",2,1,1,1,3,3,3
"740",1,1,1,1,3,1,1
"741",1,1,1,1,1,1,1
"742",1,1,1,1,3,3,3
"743",1,1,1,1,1,1,1
"744",1,1,1,1,3,3,3
"745",1,1,1,1,3,2,2
"746",NA,NA,NA,NA,NA,NA,NA
"747",2,1,1,1,1,1,1
"748",1,1,1,1,3,3,2
"749",1,1,1,1,1,1,1
"750",1,1,1,1,2,2,2
"751",2,1,1,1,3,1,3
"752",1,1,1,1,1,1,1
"753",1,1,1,1,1,1,1
"754",1,1,1,1,2,1,1
"755",1,1,1,1,2,2,1
"756",1,1,1,1,3,1,1
"757",1,1,1,1,1,1,1
"758",1,3,1,1,2,1,1
"759",2,1,1,1,1,1,1
"760",NA,NA,NA,NA,NA,NA,NA
"761",1,1,1,1,1,1,2
"762",NA,NA,NA,NA,NA,NA,NA
"763",1,1,1,1,1,1,1
"764",NA,NA,NA,NA,NA,NA,NA
"765",1,1,1,1,1,1,1
"766",1,1,1,1,1,1,1
"767",1,NA,NA,NA,2,NA,NA
"768",1,1,1,1,1,1,1
"769",1,1,1,1,3,1,3
"770",1,1,1,1,2,1,2
"771",NA,NA,NA,NA,NA,NA,NA
"772",1,1,1,1,1,1,1
"773",1,1,1,1,3,3,3
"774",1,1,1,1,1,1,1
"775",1,1,1,1,2,2,2
"776",1,1,1,1,3,3,1
"777",1,1,1,1,1,1,1
"778",1,1,1,1,2,2,1
"779",1,1,1,1,3,3,3
"780",NA,NA,NA,NA,NA,NA,NA
"781",4,3,3,3,4,4,4
"782",1,1,1,1,1,1,1
"783",1,1,1,1,1,1,1
"784",1,2,1,1,3,3,2
"785",1,1,1,1,1,1,1
"786",1,1,1,1,3,3,3
"787",1,1,1,1,3,2,1
"788",1,1,1,1,1,1,1
"789",1,1,1,1,1,1,1
"790",1,NA,NA,NA,NA,NA,NA
"791",1,1,1,1,2,2,2
"792",1,1,1,1,1,1,1
"793",NA,NA,NA,NA,NA,NA,NA
"794",2,1,1,1,2,2,2
"795",1,1,1,1,3,3,1
"796",1,1,1,1,1,1,1
"797",2,1,1,1,2,3,1
"798",2,1,1,1,1,1,1
"799",1,1,1,1,3,2,1
"800",1,1,1,1,1,1,1
"801",1,1,1,1,1,1,1
"802",1,1,1,1,3,3,3
"803",1,1,1,1,3,3,3
"804",1,NA,NA,NA,NA,NA,NA
"805",1,1,1,1,1,1,1
"806",1,1,1,1,3,4,4
"807",1,1,1,1,1,1,1
"808",1,1,1,1,1,1,1
"809",NA,NA,NA,NA,NA,NA,NA
"810",1,1,1,1,1,1,1
"811",1,1,1,1,1,1,1
"812",1,1,1,1,3,3,1
"813",1,1,1,1,1,1,1
"814",1,1,1,1,1,1,1
"815",1,1,1,1,1,1,1
"816",1,1,1,1,1,2,1
"817",1,1,1,1,3,3,3
"818",1,1,1,1,2,1,1
"819",1,1,1,1,1,1,1
"820",NA,NA,NA,NA,NA,NA,NA
"821",1,3,2,1,3,2,1
"822",2,2,2,NA,3,3,3
"823",1,1,1,1,1,1,1
"824",1,2,1,1,2,1,1
"825",NA,NA,NA,NA,NA,NA,NA
"826",1,2,1,1,3,2,1
"827",1,1,1,1,1,1,1
"828",1,1,1,1,2,2,1
"829",1,1,1,1,1,1,1
"830",1,1,1,1,1,1,1
"831",1,3,2,1,3,3,3
"832",NA,NA,NA,NA,NA,NA,NA
"833",1,1,1,1,1,1,1
"834",1,1,1,1,3,2,1
"835",NA,NA,NA,NA,NA,NA,NA
"836",1,1,1,1,3,3,3
"837",NA,NA,NA,NA,NA,NA,NA
"838",1,1,1,1,2,1,1
"839",1,1,1,1,1,1,1
"840",1,1,1,1,1,1,1
"841",1,2,1,1,1,1,1
"842",2,1,1,1,1,1,1
"843",NA,NA,NA,NA,NA,NA,NA
"844",NA,NA,NA,NA,NA,NA,NA
"845",NA,NA,NA,NA,NA,NA,NA
"846",1,1,1,1,1,1,1
"847",1,1,1,1,1,1,1
"848",2,1,1,1,2,1,1
"849",1,1,1,1,1,1,1
"850",NA,NA,NA,NA,NA,NA,NA
"851",2,1,1,1,3,3,3
"852",NA,NA,NA,NA,NA,NA,NA
"853",1,1,1,1,4,3,3
"854",1,2,1,1,3,2,1
"855",1,1,1,1,2,1,1
"856",1,1,1,1,1,1,1
"857",1,1,1,1,1,1,1
"858",NA,NA,NA,NA,NA,NA,NA
"859",1,2,1,1,3,3,2
"860",1,1,1,1,1,1,1
"861",1,1,1,1,1,1,1
"862",1,1,1,1,2,1,1
"863",1,1,1,1,2,2,1
"864",1,1,1,1,1,1,1
"865",1,1,1,1,1,1,1
"866",NA,NA,NA,NA,NA,NA,NA
"867",NA,NA,NA,NA,NA,NA,NA
"868",1,1,1,1,2,1,1
"869",NA,NA,NA,NA,NA,NA,NA
"870",1,1,1,1,1,1,1
"871",1,1,1,1,1,1,1
"872",1,1,1,1,2,1,1
"873",1,1,1,1,1,1,1
"874",1,1,1,1,1,1,1
"875",NA,NA,NA,NA,NA,NA,NA
"876",1,1,1,1,1,1,1
"877",1,1,1,1,1,1,1
"878",NA,NA,NA,NA,NA,NA,NA
"879",1,1,1,1,1,1,1
"880",NA,NA,NA,NA,NA,NA,NA
"881",NA,NA,NA,NA,NA,NA,NA
"882",1,1,1,1,2,1,1
"883",2,1,1,1,3,3,3
"884",1,1,1,1,3,2,1
"885",1,1,1,1,1,1,1
"886",1,1,1,1,1,1,1
"887",1,1,1,1,2,1,1
"888",1,1,1,1,2,1,1
"889",1,1,1,1,1,2,3
"890",1,1,1,1,3,3,3
"891",2,1,1,1,1,1,1
"892",1,1,1,1,1,1,1
"893",1,1,1,1,1,1,1
"894",1,1,1,1,1,1,1
"895",1,1,1,1,1,1,1
"896",1,1,1,1,3,3,3
"897",1,1,1,1,3,1,1
"898",1,1,1,1,1,1,1
"899",NA,NA,NA,NA,NA,NA,NA
"900",1,1,1,1,3,3,3
"901",1,3,1,1,3,3,1
"902",NA,NA,NA,NA,NA,NA,NA
"903",NA,NA,NA,NA,NA,NA,NA
"904",NA,NA,NA,NA,NA,NA,NA
"905",NA,NA,NA,NA,NA,NA,NA
"906",NA,NA,NA,NA,NA,NA,NA
"907",NA,NA,NA,NA,NA,NA,NA
"908",1,1,1,1,3,1,1
"909",1,1,1,1,1,1,1
"910",NA,NA,NA,NA,NA,NA,NA
"911",1,1,1,1,3,3,2
"912",NA,NA,NA,NA,NA,NA,NA
"913",1,1,1,1,3,2,2
"914",NA,NA,NA,NA,NA,NA,NA
"915",1,1,1,1,1,1,1
"916",NA,NA,NA,NA,NA,NA,NA
"917",4,3,1,1,4,4,4
"918",1,1,1,1,1,1,1
"919",1,1,1,1,1,1,1
"920",1,1,1,1,1,1,1
"921",1,1,1,1,3,3,2
"922",1,1,1,1,3,3,3
"923",1,1,1,1,2,2,1
"924",1,1,1,1,3,3,3
"925",NA,NA,NA,NA,NA,NA,NA
"926",2,3,2,1,1,3,3
"927",1,1,1,1,1,1,1
"928",1,1,1,1,2,2,1
"929",1,1,1,1,1,1,1
"930",1,1,1,1,1,1,1
"931",1,2,1,1,2,1,1
"932",1,2,1,1,3,3,3
"933",1,1,1,1,1,1,1
"934",1,1,1,1,1,1,1
"935",1,1,1,1,3,3,3
"936",1,2,2,1,4,3,3
"937",NA,NA,NA,NA,NA,NA,NA
"938",1,1,1,1,1,1,1
"939",1,2,2,3,3,3,3
"940",1,1,1,1,4,3,1
"941",1,1,1,1,2,2,1
"942",NA,NA,NA,NA,NA,NA,NA
"943",1,3,3,3,4,4,4
"944",1,1,1,1,3,3,3
"945",1,1,1,1,3,3,3
"946",1,1,1,1,1,2,1
"947",1,1,1,1,1,1,1
"948",1,1,1,1,3,2,2
"949",1,1,1,1,3,3,2
"950",1,1,1,1,3,1,1
"951",1,1,1,1,1,1,1
"952",1,1,1,1,2,2,1
"953",NA,NA,NA,NA,NA,NA,NA
"954",1,1,1,1,1,1,1
"955",NA,NA,NA,NA,NA,NA,NA
"956",2,3,3,3,3,3,3
"957",1,1,1,1,1,3,1
"958",NA,NA,NA,NA,NA,NA,NA
"959",1,1,1,1,1,1,1
"960",1,1,1,1,1,1,1
"961",NA,NA,NA,NA,NA,NA,NA
"962",1,1,1,1,1,1,1
"963",1,2,1,1,3,3,3
"964",1,1,1,1,3,2,1
"965",NA,NA,NA,NA,NA,NA,NA
"966",1,1,1,1,1,1,1
"967",1,1,1,1,1,1,1
"968",1,1,1,1,1,1,1
"969",1,1,1,1,1,2,1
"970",1,1,1,1,1,1,3
"971",NA,NA,NA,NA,NA,NA,NA
"972",1,1,1,1,3,3,3
"973",1,1,1,1,1,1,1
"974",1,1,1,1,1,1,1
"975",1,2,1,1,1,1,1
"976",1,1,1,1,1,1,1
"977",NA,NA,NA,NA,NA,NA,NA
"978",1,1,1,1,1,3,1
"979",NA,NA,NA,NA,NA,NA,NA
"980",1,1,1,1,3,3,3
"981",NA,NA,NA,NA,NA,NA,NA
"982",2,1,1,1,1,1,1
"983",1,1,1,1,2,1,1
"984",1,1,1,1,3,3,3
"985",1,1,1,1,4,3,3
"986",1,2,1,1,3,2,2
"987",1,1,1,1,3,3,1
"988",NA,NA,NA,NA,NA,NA,NA
"989",1,1,1,1,1,1,1
"990",2,3,3,3,3,3,3
"991",NA,NA,NA,NA,NA,NA,NA
"992",3,1,1,1,1,1,1
"993",NA,NA,NA,NA,NA,NA,NA
"994",NA,NA,NA,NA,NA,NA,NA
"995",NA,NA,NA,NA,NA,NA,NA
"996",1,1,1,1,1,1,1
"997",1,1,1,1,1,1,1
"998",1,1,1,1,3,3,3
"999",1,1,1,1,3,3,1
"1000",1,1,1,1,1,1,1
"1001",1,1,1,1,3,2,1
"1002",NA,NA,NA,NA,NA,NA,NA
"1003",1,1,1,1,1,1,1
"1004",1,1,1,1,2,2,1
"1005",1,1,1,NA,3,3,3
"1006",1,1,1,1,3,3,1
"1007",NA,NA,NA,NA,NA,NA,NA
"1008",NA,NA,NA,NA,NA,NA,NA
"1009",1,2,2,1,3,3,2
"1010",1,1,1,1,3,2,1
"1011",1,1,1,1,3,2,1
"1012",1,1,1,1,1,1,1
"1013",NA,NA,NA,NA,NA,NA,NA
"1014",1,1,1,1,3,3,1
"1015",1,1,1,1,NA,3,2
"1016",1,1,1,1,1,2,2
"1017",NA,NA,NA,NA,NA,NA,NA
"1018",2,2,1,1,3,3,2
"1019",1,NA,NA,NA,NA,NA,NA
"1020",1,1,1,2,1,1,NA
"1021",1,1,1,1,3,3,3
"1022",1,1,1,1,1,1,1
"1023",1,1,1,1,1,1,1
"1024",1,1,1,1,3,2,1
"1025",1,1,1,1,1,1,1
"1026",NA,NA,NA,NA,NA,NA,NA
"1027",1,1,1,NA,1,1,1
"1028",1,1,1,1,1,1,1
"1029",1,1,1,1,2,1,2
"1030",1,1,1,1,3,1,2
"1031",1,1,1,1,1,1,1
"1032",1,1,1,1,3,2,3
"1033",1,3,3,1,3,3,3
"1034",1,1,1,1,1,1,1
"1035",NA,NA,NA,NA,NA,NA,NA
"1036",1,1,1,1,1,1,1
"1037",1,1,1,1,1,1,1
"1038",1,3,1,1,3,1,1
"1039",NA,NA,NA,NA,NA,NA,NA
"1040",1,1,1,2,3,3,3
"1041",1,1,1,1,3,3,3
"1042",NA,NA,NA,NA,NA,NA,NA
"1043",1,1,1,1,1,1,1
"1044",NA,NA,NA,NA,NA,NA,NA
"1045",1,1,1,1,1,1,1
"1046",1,2,2,1,1,1,1
"1047",1,1,1,1,1,1,1
"1048",NA,NA,NA,NA,NA,NA,NA
"1049",1,NA,NA,NA,NA,NA,NA
"1050",1,1,1,1,1,1,1
"1051",1,3,1,NA,3,3,3
"1052",1,1,1,1,1,1,1
"1053",1,1,1,1,3,3,1
"1054",1,1,1,1,1,1,1
"1055",1,1,1,1,3,2,1
"1056",1,1,1,1,3,1,1
"1057",1,3,2,1,4,3,3
"1058",NA,NA,NA,NA,NA,NA,NA
"1059",NA,NA,NA,NA,NA,NA,NA
"1060",1,1,1,1,3,1,1
"1061",1,1,1,1,2,1,1
"1062",1,1,1,1,1,1,NA
"1063",1,1,1,1,3,1,1
"1064",NA,NA,NA,NA,NA,NA,NA
"1065",1,1,1,1,1,1,1
"1066",1,2,1,1,1,1,1
"1067",1,1,1,1,3,3,3
"1068",1,1,1,1,1,1,1
"1069",1,1,1,1,1,1,1
"1070",1,1,1,1,3,1,1
"1071",NA,NA,NA,NA,NA,NA,NA
"1072",1,1,1,1,1,1,1
"1073",NA,NA,NA,NA,NA,NA,NA
"1074",1,1,1,1,1,1,1
"1075",1,1,1,1,1,1,1
"1076",2,1,1,1,1,1,1
"1077",NA,NA,NA,NA,NA,NA,NA
"1078",1,1,1,1,1,1,1
"1079",1,1,1,1,1,1,1
"1080",1,1,1,1,1,1,1
"1081",NA,NA,NA,NA,NA,NA,NA
"1082",NA,NA,NA,NA,NA,NA,NA
"1083",1,1,1,1,3,3,1
"1084",1,1,1,1,3,1,1
"1085",1,1,1,1,1,1,1
"1086",1,1,1,1,1,1,1
"1087",1,1,1,1,2,2,1
"1088",NA,NA,NA,NA,NA,NA,NA
"1089",2,1,1,1,3,3,3
"1090",1,1,1,1,1,1,1
"1091",1,1,1,1,2,1,1
"1092",1,1,1,1,2,1,1
"1093",1,1,1,1,1,2,2
"1094",NA,NA,NA,NA,NA,NA,NA
"1095",1,1,1,1,3,3,3
"1096",1,1,1,1,3,2,1
"1097",NA,NA,NA,NA,NA,NA,NA
"1098",NA,NA,NA,NA,NA,NA,NA
"1099",1,1,1,NA,1,1,1
"1100",NA,NA,NA,NA,NA,NA,NA
"1101",NA,NA,NA,NA,NA,NA,NA
"1102",NA,NA,NA,NA,NA,NA,NA
"1103",1,1,1,1,1,1,1
"1104",1,1,1,1,1,1,1
"1105",1,1,1,1,1,1,1
"1106",NA,NA,NA,NA,NA,NA,NA
"1107",1,2,1,1,3,3,2
"1108",NA,NA,NA,NA,NA,NA,NA
"1109",1,1,1,1,3,3,3
"1110",1,NA,NA,NA,NA,NA,NA
"1111",1,1,1,1,1,1,1
"1112",1,1,1,1,1,1,1
"1113",NA,NA,NA,NA,NA,NA,NA
"1114",1,1,1,1,3,3,3
"1115",1,1,1,1,1,1,1
"1116",1,1,1,1,1,1,1
"1117",1,1,1,1,3,3,3
"1118",NA,NA,NA,NA,NA,NA,NA
"1119",NA,NA,NA,NA,NA,NA,NA
"1120",1,1,1,1,1,1,1
"1121",1,1,1,1,1,1,1
"1122",1,1,1,1,1,1,1
"1123",1,1,1,1,2,1,1
"1124",1,1,1,1,2,2,1
"1125",NA,NA,NA,NA,NA,NA,NA
"1126",1,1,1,1,3,3,3
"1127",1,1,1,1,2,1,1
"1128",NA,NA,NA,NA,NA,NA,NA
"1129",NA,NA,NA,NA,NA,NA,NA
"1130",1,1,1,1,3,1,3
"1131",1,1,1,1,1,1,1
"1132",1,3,1,1,3,2,2
"1133",1,1,1,1,1,1,1
"1134",NA,NA,NA,NA,NA,NA,NA
"1135",1,1,1,1,1,1,1
"1136",1,1,1,1,1,1,1
"1137",1,1,1,1,3,3,1
"1138",1,3,2,1,4,4,3
"1139",NA,NA,NA,NA,NA,NA,NA
"1140",1,1,1,1,2,2,1
"1141",NA,NA,NA,NA,NA,NA,NA
"1142",1,1,1,1,1,2,1
"1143",1,1,1,1,1,1,1
"1144",1,1,1,1,3,1,1
"1145",NA,NA,NA,NA,NA,NA,NA
"1146",3,4,4,3,4,4,4
"1147",NA,NA,NA,NA,NA,NA,NA
"1148",1,1,1,1,3,3,3
"1149",1,1,1,1,3,2,2
"1150",NA,NA,NA,NA,NA,NA,NA
"1151",1,1,1,1,3,3,1
"1152",NA,NA,NA,NA,NA,NA,NA
"1153",1,1,1,1,3,3,1
"1154",1,1,1,1,1,1,1
"1155",NA,NA,NA,NA,NA,NA,NA
"1156",1,1,1,1,2,1,1
"1157",1,1,1,1,3,3,1
"1158",1,1,1,1,1,1,1
"1159",1,1,1,1,1,1,1
"1160",1,1,1,1,1,1,1
"1161",2,1,NA,1,4,4,4
"1162",NA,NA,NA,NA,NA,NA,NA
"1163",1,1,1,1,3,3,1
"1164",1,NA,NA,NA,3,3,3
"1165",1,1,1,1,3,3,3
"1166",1,1,1,1,3,1,1
"1167",NA,NA,NA,NA,NA,NA,NA
"1168",1,1,1,1,3,1,2
"1169",NA,NA,NA,NA,NA,NA,NA
"1170",1,1,1,1,1,1,1
"1171",NA,NA,NA,NA,NA,NA,NA
"1172",1,1,1,1,3,3,1
"1173",1,1,1,1,1,1,1
"1174",NA,NA,NA,NA,NA,NA,NA
"1175",1,1,1,1,3,3,3
"1176",1,3,3,3,4,4,3
"1177",1,1,1,1,1,1,1
"1178",1,3,1,1,3,1,1
"1179",1,1,1,1,2,1,1
"1180",1,1,1,1,3,2,1
"1181",1,1,1,1,1,1,1
"1182",1,1,1,1,2,1,1
"1183",NA,NA,NA,NA,NA,NA,NA
"1184",2,2,2,1,4,4,4
"1185",1,1,1,1,1,1,1
"1186",NA,NA,NA,NA,NA,NA,NA
"1187",NA,NA,NA,NA,NA,NA,NA
"1188",NA,NA,NA,NA,NA,NA,NA
"1189",1,1,1,1,1,1,1
"1190",2,2,1,1,1,1,1
"1191",1,1,1,1,3,2,1
"1192",NA,NA,NA,NA,NA,NA,NA
"1193",1,1,1,1,1,1,1
"1194",1,1,1,3,1,1,1
"1195",1,1,1,1,3,3,3
"1196",NA,NA,NA,NA,NA,NA,NA
"1197",NA,NA,NA,NA,NA,NA,NA
"1198",NA,NA,NA,NA,NA,NA,NA
"1199",1,1,1,1,3,2,1
"1200",1,1,1,1,3,3,3
"1201",NA,NA,NA,NA,NA,NA,NA
"1202",1,1,1,1,1,1,1
"1203",1,1,1,1,3,3,1
"1204",NA,NA,NA,NA,NA,NA,NA
"1205",1,1,1,1,2,2,1
"1206",1,1,1,1,1,1,1
"1207",NA,NA,NA,NA,NA,NA,NA
"1208",NA,NA,NA,NA,NA,NA,NA
"1209",2,2,1,1,4,3,3
"1210",1,1,1,1,1,1,1
"1211",1,1,1,1,1,1,1
"1212",1,1,1,1,1,1,1
"1213",1,1,1,1,3,3,3
"1214",NA,NA,NA,NA,NA,NA,NA
"1215",2,3,2,2,3,3,3
"1216",1,1,1,1,2,2,1
"1217",1,1,1,1,1,1,1
"1218",4,1,1,1,3,3,1
"1219",1,1,1,1,1,1,1
"1220",1,1,1,1,3,1,1
"1221",1,1,1,1,1,1,1
"1222",3,2,1,2,3,3,3
"1223",NA,NA,NA,NA,NA,NA,NA
"1224",1,1,1,1,3,3,3
"1225",1,1,1,1,2,1,1
"1226",1,2,1,1,3,1,1
"1227",NA,NA,NA,NA,NA,NA,NA
"1228",1,1,1,1,3,1,1
"1229",1,1,1,1,2,2,1
"1230",1,1,1,1,1,1,2
"1231",1,1,1,1,1,1,1
"1232",NA,NA,NA,NA,NA,NA,NA
"1233",1,1,1,1,1,1,1
"1234",NA,NA,NA,NA,NA,NA,NA
"1235",1,1,1,1,1,1,1
"1236",1,1,1,1,1,1,1
"1237",NA,NA,NA,NA,NA,NA,NA
"1238",1,1,1,1,1,1,1
"1239",1,1,1,1,1,1,1
"1240",1,1,1,1,1,1,1
"1241",NA,NA,NA,NA,NA,NA,NA
"1242",NA,NA,NA,NA,NA,NA,NA
"1243",NA,NA,NA,NA,NA,NA,NA
"1244",1,1,1,1,3,3,1
"1245",1,1,1,1,NA,1,1
"1246",1,2,1,1,3,1,1
"1247",NA,NA,NA,NA,NA,NA,NA
"1248",1,2,1,1,4,4,3
"1249",NA,NA,NA,NA,NA,NA,NA
"1250",NA,NA,NA,NA,NA,NA,NA
"1251",1,1,1,1,1,1,1
"1252",1,1,1,1,1,1,1
"1253",1,1,1,1,2,2,1
"1254",1,1,1,1,1,1,1
"1255",NA,NA,NA,NA,NA,NA,NA
"1256",1,1,1,1,3,3,3
"1257",1,1,1,1,1,1,1
"1258",1,1,1,1,1,1,1
"1259",1,1,1,1,2,2,2
"1260",NA,NA,NA,NA,NA,NA,NA
"1261",NA,NA,NA,NA,NA,NA,NA
"1262",1,1,1,1,4,3,2
"1263",3,1,1,1,1,1,1
"1264",NA,NA,NA,NA,NA,NA,NA
"1265",NA,1,1,1,1,1,1
"1266",1,1,1,1,2,1,1
"1267",1,1,1,1,1,1,1
"1268",1,1,1,1,1,1,1
"1269",1,1,1,1,3,2,1
"1270",NA,NA,NA,NA,NA,NA,NA
"1271",2,1,1,1,3,3,3
"1272",NA,NA,NA,NA,NA,NA,NA
"1273",1,1,1,1,1,1,1
"1274",NA,NA,NA,NA,NA,NA,NA
"1275",NA,NA,NA,NA,NA,NA,NA
"1276",1,1,1,1,2,2,1
"1277",1,1,1,1,1,1,1
"1278",1,1,1,1,2,2,1
"1279",1,1,1,1,3,1,1
"1280",1,1,1,1,2,2,1
"1281",1,1,1,1,2,1,1
"1282",1,1,1,1,4,3,3
"1283",NA,NA,NA,NA,NA,NA,NA
"1284",1,1,1,1,1,1,1
"1285",1,1,1,1,1,1,1
"1286",1,1,1,1,3,3,3
"1287",1,1,1,1,1,1,1
"1288",1,3,3,3,3,3,3
"1289",1,1,1,1,1,1,1
"1290",NA,NA,NA,NA,NA,NA,NA
"1291",NA,NA,NA,NA,NA,NA,NA
"1292",NA,NA,NA,NA,NA,NA,NA
"1293",1,1,1,1,1,1,1
"1294",1,1,1,1,2,1,1
"1295",NA,NA,NA,NA,NA,NA,NA
"1296",1,1,1,1,1,1,1
"1297",1,1,1,1,1,1,1
"1298",1,1,1,1,3,1,1
"1299",3,1,1,1,2,1,1
"1300",NA,NA,NA,NA,NA,NA,NA
"1301",NA,1,1,1,1,1,1
"1302",1,1,1,1,2,2,1
"1303",1,1,1,1,1,1,1
"1304",NA,NA,NA,NA,NA,NA,NA
"1305",1,1,1,1,2,1,1
"1306",1,1,1,1,2,1,1
"1307",1,1,1,1,3,3,1
"1308",1,1,1,1,1,1,1
"1309",NA,NA,NA,NA,NA,NA,NA
"1310",1,1,1,1,1,1,1
"1311",1,1,1,1,1,1,1
"1312",1,1,1,1,1,1,1
"1313",1,1,1,1,1,1,1
"1314",1,1,1,1,1,1,1
"1315",1,1,1,1,1,1,1
"1316",NA,NA,NA,NA,NA,NA,NA
"1317",1,1,1,1,3,3,3
"1318",1,1,1,1,1,1,1
"1319",2,1,1,1,3,3,3
"1320",NA,NA,NA,NA,NA,NA,NA
"1321",1,1,1,1,1,1,1
"1322",1,1,1,1,1,1,1
"1323",1,1,1,1,1,1,1
"1324",1,1,1,1,2,1,1
"1325",NA,2,1,1,3,3,2
"1326",1,1,NA,1,1,1,1
"1327",1,1,1,1,3,3,1
"1328",1,1,1,1,3,2,1
"1329",1,1,1,1,1,1,1
"1330",1,1,1,1,1,1,1
"1331",NA,NA,NA,NA,NA,NA,NA
"1332",1,1,1,1,1,1,1
"1333",NA,NA,NA,NA,NA,NA,NA
"1334",NA,NA,NA,NA,NA,NA,NA
"1335",1,1,1,1,2,1,1
"1336",1,1,1,NA,1,1,1
"1337",1,1,1,1,3,3,2
"1338",1,1,1,1,1,1,1
"1339",2,1,1,1,3,2,3
"1340",1,1,1,1,1,1,1
"1341",1,1,1,1,3,3,1
"1342",2,1,1,1,3,3,3
"1343",1,1,1,1,1,1,1
"1344",NA,NA,NA,NA,NA,NA,NA
"1345",1,1,1,1,2,1,1
"1346",1,1,1,1,1,1,1
"1347",1,1,1,1,3,2,2
"1348",NA,NA,NA,NA,NA,NA,NA
"1349",1,3,1,1,3,1,1
"1350",1,1,1,1,2,2,1
"1351",1,1,1,1,3,3,2
"1352",1,1,1,1,2,2,1
"1353",1,1,1,1,2,1,1
"1354",NA,NA,NA,NA,NA,NA,NA
"1355",1,1,1,1,1,1,1
"1356",NA,NA,NA,NA,NA,NA,NA
"1357",1,1,1,1,3,1,1
"1358",NA,NA,NA,NA,NA,NA,NA
"1359",1,1,1,1,1,1,1
"1360",1,1,1,1,1,1,1
"1361",1,1,1,1,3,1,1
"1362",1,1,1,1,3,3,3
"1363",1,1,1,1,1,1,1
"1364",3,3,1,1,3,1,1
"1365",1,1,1,1,2,1,1
"1366",1,1,1,1,2,1,1
"1367",1,NA,NA,NA,NA,NA,NA
"1368",2,2,1,1,3,3,3
"1369",1,1,1,1,2,2,1
"1370",1,1,1,1,3,3,3
"1371",1,1,1,1,3,1,1
"1372",1,3,1,1,3,3,3
"1373",1,1,1,1,3,3,3
"1374",2,1,1,1,4,4,3
"1375",NA,NA,NA,NA,NA,NA,NA
"1376",1,1,1,1,2,1,2
"1377",1,1,1,1,1,1,1
"1378",1,1,1,1,1,1,1
"1379",1,1,1,1,1,1,1
"1380",1,1,1,1,1,1,1
"1381",NA,NA,NA,NA,NA,NA,NA
"1382",1,1,1,1,1,1,1
"1383",NA,NA,NA,NA,NA,NA,NA
"1384",4,1,1,1,1,1,1
"1385",1,1,1,1,1,1,1
"1386",1,1,1,1,3,3,2
"1387",1,1,1,1,1,1,1
"1388",1,1,1,1,1,1,1
"1389",1,1,1,1,1,2,2
"1390",1,1,1,1,1,1,1
"1391",1,1,1,1,1,1,1
"1392",NA,NA,NA,NA,NA,NA,NA
"1393",1,1,1,1,1,1,1
"1394",1,1,1,1,1,1,1
"1395",1,1,1,1,1,1,1
"1396",1,1,1,1,1,1,1
"1397",NA,NA,NA,NA,NA,NA,NA
"1398",1,1,1,1,3,3,1
"1399",1,1,1,1,1,1,1
"1400",2,3,2,1,4,3,3
"1401",NA,NA,NA,NA,NA,NA,NA
"1402",2,1,1,1,1,2,1
"1403",NA,NA,NA,NA,NA,NA,NA
"1404",1,1,1,1,1,1,1
"1405",1,1,1,1,2,2,1
"1406",1,1,1,1,3,3,3
"1407",1,1,1,1,3,1,2
"1408",1,1,1,1,1,1,1
"1409",2,1,1,1,1,1,1
"1410",NA,NA,NA,NA,NA,NA,NA
"1411",NA,NA,NA,NA,NA,NA,NA
"1412",1,1,1,1,3,3,1
"1413",NA,NA,NA,NA,NA,NA,NA
"1414",NA,NA,NA,NA,NA,NA,NA
"1415",1,1,1,1,1,1,1
"1416",1,2,1,1,3,3,1
"1417",1,1,1,1,1,1,1
"1418",1,1,1,1,1,1,1
"1419",NA,NA,NA,NA,NA,NA,NA
"1420",1,1,1,1,1,1,1
"1421",1,1,1,1,1,1,1
"1422",1,1,1,1,3,3,1
"1423",1,1,1,1,1,1,1
"1424",1,1,1,1,1,1,1
"1425",1,1,1,1,1,1,1
"1426",1,1,1,1,2,2,2
"1427",1,1,1,1,3,2,NA
"1428",NA,NA,NA,NA,NA,NA,NA
"1429",1,1,1,1,2,2,1
"1430",NA,NA,NA,NA,NA,NA,NA
"1431",1,1,1,1,1,2,2
"1432",1,1,1,1,1,1,1
"1433",NA,NA,NA,NA,NA,NA,NA
"1434",1,1,1,1,3,3,3
"1435",1,1,1,1,2,1,1
"1436",1,1,1,1,1,1,1
"1437",1,1,1,1,1,1,1
"1438",1,1,1,1,1,1,1
"1439",1,1,1,1,2,1,1
"1440",1,1,1,1,2,2,2
"1441",1,1,1,1,2,2,1
"1442",1,1,1,1,1,1,1
"1443",1,1,1,1,3,3,3
"1444",1,NA,NA,NA,NA,NA,NA
